"행정구역","2017년_총인구수","2017년_세대수","2017년_세대당 인구","2017년_남자 인구수","2017년_여자 인구수","2017년_남여 비율","2018년_총인구수","2018년_세대수","2018년_세대당 인구","2018년_남자 인구수","2018년_여자 인구수","2018년_남여 비율","2019년_총인구수","2019년_세대수","2019년_세대당 인구","2019년_남자 인구수","2019년_여자 인구수","2019년_남여 비율","2020년_총인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율","2021년_총인구수","2021년_세대수","2021년_세대당 인구","2021년_남자 인구수","2021년_여자 인구수","2021년_남여 비율"
"제주특별자치도  (5000000000)","657,083","278,203","          2.36","330,823","326,260","          1.01","667,191","287,104","          2.32","335,719","331,472","          1.01","670,989","293,155","          2.29","337,345","333,644","          1.01","674,635","302,033","          2.23","338,609","336,026","          1.01","676,759","307,529","          2.20","339,177","337,582","          1.00"
"제주특별자치도 제주시 (5011000000)","478,700","198,454","          2.41","240,465","238,235","          1.01","485,946","204,621","          2.37","243,974","241,972","          1.01","489,405","209,439","          2.34","245,533","243,872","          1.01","492,466","216,202","          2.28","246,588","245,878","          1.00","493,096","219,978","          2.24","246,494","246,602","          1.00"
"제주특별자치도 서귀포시 (5013000000)","178,383","79,749","          2.24","90,358","88,025","          1.03","181,245","82,483","          2.20","91,745","89,500","          1.03","181,584","83,716","          2.17","91,812","89,772","          1.02","182,169","85,831","          2.12","92,021","90,148","          1.02","183,663","87,551","          2.10","92,683","90,980","          1.02"
