사고번호,사고일시,사고장소,사고시간,구,구변수
2021040500100117,2021년 4월 5일 08시,대구광역시 남구 대명동,8,남구,0
2021040500100119,2021년 4월 5일 08시,대구광역시 달서구 진천동,8,달서구,1
2021040500100226,2021년 4월 5일 11시,대구광역시 수성구 만촌동,11,수성구,6
2021040500100227,2021년 4월 5일 11시,대구광역시 수성구 황금동,11,수성구,6
2021040500100293,2021년 4월 5일 13시,대구광역시 북구 국우동,13,북구,4
2021040500100425,2021년 4월 5일 16시,대구광역시 북구 동천동,16,북구,4
2021040500100524,2021년 4월 5일 18시,대구광역시 수성구 지산동,18,수성구,6
2021040600100059,2021년 4월 6일 07시,대구광역시 수성구 매호동,7,수성구,6
2021040600100094,2021년 4월 6일 08시,대구광역시 서구 중리동,8,서구,5
2021040600100272,2021년 4월 6일 14시,대구광역시 남구 대명동,14,남구,0
2021040600100275,2021년 4월 6일 14시,대구광역시 달서구 본리동,14,달서구,1
2021040600100482,2021년 4월 6일 19시,대구광역시 달성군 다사읍,19,달성군,2
2021040600100562,2021년 4월 6일 22시,대구광역시 수성구 신매동,22,수성구,6
2021040700100168,2021년 4월 7일 10시,대구광역시 달서구 성당동,10,달서구,1
2021040700100199,2021년 4월 7일 11시,대구광역시 달서구 신당동,11,달서구,1
2021040700100260,2021년 4월 7일 13시,대구광역시 북구 산격동,13,북구,4
2021040700100598,2021년 4월 7일 21시,대구광역시 달서구 송현동,21,달서구,1
2021040800100111,2021년 4월 8일 08시,대구광역시 서구 평리동,8,서구,5
2021040800100151,2021년 4월 8일 09시,대구광역시 동구 검사동,9,동구,3
2021040800100152,2021년 4월 8일 09시,대구광역시 중구 남산동,9,중구,7
2021040800100351,2021년 4월 8일 15시,대구광역시 수성구 지산동,15,수성구,6
2021040800100354,2021년 4월 8일 15시,대구광역시 북구 노원동3가,15,북구,4
2021040800100396,2021년 4월 8일 16시,대구광역시 동구 율하동,16,동구,3
2021040800100447,2021년 4월 8일 17시,대구광역시 달성군 옥포읍,17,달성군,2
2021040800100493,2021년 4월 8일 18시,대구광역시 중구 계산동2가,18,중구,7
2021040800100591,2021년 4월 8일 21시,대구광역시 중구 동성로3가,21,중구,7
2021040900100136,2021년 4월 9일 09시,대구광역시 달서구 감삼동,9,달서구,1
2021040900100208,2021년 4월 9일 11시,대구광역시 서구 중리동,11,서구,5
2021040900100244,2021년 4월 9일 12시,대구광역시 수성구 황금동,12,수성구,6
2021040900100245,2021년 4월 9일 12시,대구광역시 수성구 범어동,12,수성구,6
2021040900100346,2021년 4월 9일 15시,대구광역시 수성구 황금동,15,수성구,6
2021040900100393,2021년 4월 9일 16시,대구광역시 서구 중리동,16,서구,5
2021040900100498,2021년 4월 9일 18시,대구광역시 북구 서변동,18,북구,4
2021040900100599,2021년 4월 9일 21시,대구광역시 동구 서호동,21,동구,3
2021041000100102,2021년 4월 10일 09시,대구광역시 달서구 용산동,9,달서구,1
2021041000100223,2021년 4월 10일 12시,대구광역시 수성구 만촌동,12,수성구,6
2021041000100476,2021년 4월 10일 18시,대구광역시 동구 효목동,18,동구,3
2021041000100477,2021년 4월 10일 18시,대구광역시 수성구 황금동,18,수성구,6
2021041000100565,2021년 4월 10일 21시,대구광역시 북구 읍내동,21,북구,4
2021041000100610,2021년 4월 10일 23시,대구광역시 달성군 다사읍,23,달성군,2
2021041000100612,2021년 4월 10일 23시,대구광역시 북구 고성동3가,23,북구,4
2021041100100028,2021년 4월 11일 02시,대구광역시 중구 삼덕동1가,2,중구,7
2021041100100041,2021년 4월 11일 05시,대구광역시 중구 삼덕동1가,5,중구,7
2021041100100312,2021년 4월 11일 16시,대구광역시 달서구 감삼동,16,달서구,1
2021041100100414,2021년 4월 11일 19시,대구광역시 동구 입석동,19,동구,3
2021041100100445,2021년 4월 11일 20시,대구광역시 북구 매천동,20,북구,4
2021041100100471,2021년 4월 11일 21시,대구광역시 남구 대명동,21,남구,0
2021041100100489,2021년 4월 11일 22시,대구광역시 북구 산격동,22,북구,4
2021041200100121,2021년 4월 12일 09시,대구광역시 서구 평리동,9,서구,5
2021041200100319,2021년 4월 12일 15시,대구광역시 달서구 갈산동,15,달서구,1
2021041200100486,2021년 4월 12일 19시,대구광역시 달서구 상인동,19,달서구,1
2021041200100574,2021년 4월 12일 21시,대구광역시 동구 방촌동,21,동구,3
2021041300100014,2021년 4월 13일 00시,대구광역시 달서구 감삼동,0,달서구,1
2021041300100168,2021년 4월 13일 10시,대구광역시 달서구 상인동,10,달서구,1
2021041300100331,2021년 4월 13일 15시,대구광역시 수성구 황금동,15,수성구,6
2021041300100333,2021년 4월 13일 15시,대구광역시 달서구 성당동,15,달서구,1
2021041300100378,2021년 4월 13일 16시,대구광역시 달서구 상인동,16,달서구,1
2021041300100427,2021년 4월 13일 17시,대구광역시 동구 신기동,17,동구,3
2021041300100430,2021년 4월 13일 17시,대구광역시 달서구 용산동,17,달서구,1
2021041300100476,2021년 4월 13일 18시,대구광역시 달서구 성당동,18,달서구,1
2021041300100518,2021년 4월 13일 19시,대구광역시 수성구 만촌동,19,수성구,6
2021041300100621,2021년 4월 13일 23시,대구광역시 수성구 만촌동,23,수성구,6
2021041400100086,2021년 4월 14일 08시,대구광역시 달서구 용산동,8,달서구,1
2021041400100340,2021년 4월 14일 16시,대구광역시 달서구 유천동,16,달서구,1
2021041400100386,2021년 4월 14일 17시,대구광역시 북구 침산동,17,북구,4
2021041400100468,2021년 4월 14일 19시,대구광역시 동구 신암동,19,동구,3
2021041400100470,2021년 4월 14일 19시,대구광역시 수성구 범어동,19,수성구,6
2021041500100255,2021년 4월 15일 13시,대구광역시 북구 칠성동1가,13,북구,4
2021041500100256,2021년 4월 15일 13시,대구광역시 서구 내당동,13,서구,5
2021041500100287,2021년 4월 15일 14시,대구광역시 북구 학정동,14,북구,4
2021041500100320,2021년 4월 15일 15시,대구광역시 북구 태전동,15,북구,4
2021041500100405,2021년 4월 15일 17시,대구광역시 수성구 시지동,17,수성구,6
2021041600100297,2021년 4월 16일 15시,대구광역시 동구 방촌동,15,동구,3
2021041600100298,2021년 4월 16일 15시,대구광역시 달서구 진천동,15,달서구,1
2021041600100343,2021년 4월 16일 16시,대구광역시 중구 공평동,16,중구,7
2021041600100528,2021년 4월 16일 21시,대구광역시 달서구 월성동,21,달서구,1
2021041700100059,2021년 4월 17일 06시,대구광역시 중구 삼덕동1가,6,중구,7
2021041700100113,2021년 4월 17일 09시,대구광역시 북구 태전동,9,북구,4
2021041700100306,2021년 4월 17일 14시,대구광역시 서구 비산동,14,서구,5
2021041700100471,2021년 4월 17일 18시,대구광역시 달성군 현풍읍,18,달성군,2
2021041700100501,2021년 4월 17일 19시,대구광역시 달서구 신당동,19,달서구,1
2021041800100278,2021년 4월 18일 17시,대구광역시 달성군 하빈면,17,달성군,2
2021041800100361,2021년 4월 18일 20시,대구광역시 남구 대명동,20,남구,0
2021041900100106,2021년 4월 19일 08시,대구광역시 남구 대명동,8,남구,0
2021041900100298,2021년 4월 19일 14시,대구광역시 달서구 상인동,14,달서구,1
2021041900100299,2021년 4월 19일 14시,대구광역시 서구 평리동,14,서구,5
2021041900100336,2021년 4월 19일 15시,대구광역시 달서구 대곡동,15,달서구,1
2021041900100384,2021년 4월 19일 16시,대구광역시 달서구 성당동,16,달서구,1
2021041900100487,2021년 4월 19일 19시,대구광역시 수성구 두산동,19,수성구,6
2021041900100572,2021년 4월 19일 22시,대구광역시 북구 노원동2가,22,북구,4
2021042000100016,2021년 4월 20일 02시,대구광역시 서구 평리동,2,서구,5
2021042000100288,2021년 4월 20일 13시,대구광역시 남구 대명동,13,남구,0
2021042000100553,2021년 4월 20일 20시,대구광역시 수성구 중동,20,수성구,6
2021042100100006,2021년 4월 21일 00시,대구광역시 중구 삼덕동1가,0,중구,7
2021042100100100,2021년 4월 21일 08시,대구광역시 수성구 만촌동,8,수성구,6
2021042100100104,2021년 4월 21일 08시,대구광역시 달서구 본리동,8,달서구,1
2021042100100306,2021년 4월 21일 14시,대구광역시 서구 내당동,14,서구,5
2021042100100392,2021년 4월 21일 16시,대구광역시 남구 봉덕동,16,남구,0
2021042100100439,2021년 4월 21일 17시,대구광역시 동구 서호동,17,동구,3
2021042100100440,2021년 4월 21일 17시,대구광역시 수성구 범물동,17,수성구,6
2021042100100490,2021년 4월 21일 18시,대구광역시 달서구 대곡동,18,달서구,1
2021042200100018,2021년 4월 22일 01시,대구광역시 북구 매천동,1,북구,4
2021042200100339,2021년 4월 22일 15시,대구광역시 중구 남일동,15,중구,7
2021042200100372,2021년 4월 22일 16시,대구광역시 북구 고성동3가,16,북구,4
2021042200100404,2021년 4월 22일 17시,대구광역시 북구 산격동,17,북구,4
2021042300100016,2021년 4월 23일 01시,대구광역시 수성구 만촌동,1,수성구,6
2021042300100058,2021년 4월 23일 07시,대구광역시 달서구 파호동,7,달서구,1
2021042300100362,2021년 4월 23일 15시,대구광역시 달서구 진천동,15,달서구,1
2021042300100408,2021년 4월 23일 16시,대구광역시 북구 산격동,16,북구,4
2021042300100447,2021년 4월 23일 17시,대구광역시 동구 율하동,17,동구,3
2021042300100576,2021년 4월 23일 20시,대구광역시 서구 평리동,20,서구,5
2021042300100625,2021년 4월 23일 22시,대구광역시 달서구 송현동,22,달서구,1
2021042400100107,2021년 4월 24일 09시,대구광역시 북구 서변동,9,북구,4
2021042400100591,2021년 4월 24일 22시,대구광역시 서구 평리동,22,서구,5
2021042500100018,2021년 4월 25일 01시,대구광역시 남구 대명동,1,남구,0
2021042500100125,2021년 4월 25일 11시,대구광역시 북구 매천동,11,북구,4
2021042500100162,2021년 4월 25일 12시,대구광역시 수성구 범어동,12,수성구,6
2021042500100240,2021년 4월 25일 14시,대구광역시 달성군 현풍읍,14,달성군,2
2021042500100320,2021년 4월 25일 16시,대구광역시 남구 대명동,16,남구,0
2021042600100282,2021년 4월 26일 13시,대구광역시 북구 칠성동2가,13,북구,4
2021042600100358,2021년 4월 26일 15시,대구광역시 동구 봉무동,15,동구,3
2021042600100408,2021년 4월 26일 16시,대구광역시 달서구 송현동,16,달서구,1
2021042600100411,2021년 4월 26일 16시,대구광역시 서구 내당동,16,서구,5
2021042600100490,2021년 4월 26일 18시,대구광역시 서구 비산동,18,서구,5
2021042600100560,2021년 4월 26일 20시,대구광역시 달서구 진천동,20,달서구,1
2021042700100033,2021년 4월 27일 05시,대구광역시 달서구 송현동,5,달서구,1
2021042700100217,2021년 4월 27일 12시,대구광역시 서구 비산동,12,서구,5
2021042700100440,2021년 4월 27일 18시,대구광역시 동구 방촌동,18,동구,3
2021042700100546,2021년 4월 27일 21시,대구광역시 수성구 수성동2가,21,수성구,6
2021042700100592,2021년 4월 27일 23시,대구광역시 수성구 황금동,23,수성구,6
2021042800100052,2021년 4월 28일 06시,대구광역시 달서구 용산동,6,달서구,1
2021042800100112,2021년 4월 28일 08시,대구광역시 북구 노원동3가,8,북구,4
2021042800100348,2021년 4월 28일 16시,대구광역시 동구 신암동,16,동구,3
2021042800100492,2021년 4월 28일 20시,대구광역시 동구 입석동,20,동구,3
2021042800100556,2021년 4월 28일 22시,대구광역시 수성구 지산동,22,수성구,6
2021042900100129,2021년 4월 29일 09시,대구광역시 동구 율하동,9,동구,3
2021042900100330,2021년 4월 29일 15시,대구광역시 동구 신서동,15,동구,3
2021042900100612,2021년 4월 29일 22시,대구광역시 북구 복현동,22,북구,4
2021043000100112,2021년 4월 30일 08시,대구광역시 달성군 유가읍,8,달성군,2
2021043000100248,2021년 4월 30일 12시,대구광역시 달서구 진천동,12,달서구,1
2021043000100280,2021년 4월 30일 13시,대구광역시 수성구 황금동,13,수성구,6
2021043000100282,2021년 4월 30일 13시,대구광역시 달서구 감삼동,13,달서구,1
2021043000100283,2021년 4월 30일 13시,대구광역시 북구 태전동,13,북구,4
2021043000100284,2021년 4월 30일 13시,대구광역시 북구 동변동,13,북구,4
2021043000100360,2021년 4월 30일 15시,대구광역시 북구 산격동,15,북구,4
2021043000100396,2021년 4월 30일 16시,대구광역시 동구 신암동,16,동구,3
2021043000100399,2021년 4월 30일 16시,대구광역시 북구 동천동,16,북구,4
2021043000100458,2021년 4월 30일 17시,대구광역시 달서구 대천동,17,달서구,1
2021050100100034,2021년 5월 1일 02시,대구광역시 수성구 범어동,2,수성구,6
2021050100100046,2021년 5월 1일 03시,대구광역시 서구 내당동,3,서구,5
2021050100100554,2021년 5월 1일 23시,대구광역시 중구 삼덕동1가,23,중구,7
2021050200100040,2021년 5월 2일 04시,대구광역시 동구 신암동,4,동구,3
2021050200100141,2021년 5월 2일 11시,대구광역시 북구 서변동,11,북구,4
2021050200100369,2021년 5월 2일 18시,대구광역시 달성군 구지면,18,달성군,2
2021050200100413,2021년 5월 2일 20시,대구광역시 동구 봉무동,20,동구,3
2021050200100415,2021년 5월 2일 20시,대구광역시 달서구 이곡동,20,달서구,1
2021050300100026,2021년 5월 3일 05시,대구광역시 중구 삼덕동1가,5,중구,7
2021050300100070,2021년 5월 3일 07시,대구광역시 달서구 송현동,7,달서구,1
2021050300100102,2021년 5월 3일 08시,대구광역시 수성구 신매동,8,수성구,6
2021050300100104,2021년 5월 3일 08시,대구광역시 달성군 다사읍,8,달성군,2
2021050300100179,2021년 5월 3일 10시,대구광역시 동구 효목동,10,동구,3
2021050300100183,2021년 5월 3일 10시,대구광역시 달서구 신당동,10,달서구,1
2021050300100226,2021년 5월 3일 11시,대구광역시 북구 산격동,11,북구,4
2021050300100263,2021년 5월 3일 12시,대구광역시 달서구 이곡동,12,달서구,1
2021050300100308,2021년 5월 3일 13시,대구광역시 동구 효목동,13,동구,3
2021050300100343,2021년 5월 3일 14시,대구광역시 수성구 지산동,14,수성구,6
2021050300100344,2021년 5월 3일 14시,대구광역시 수성구 신매동,14,수성구,6
2021050300100472,2021년 5월 3일 17시,대구광역시 동구 효목동,17,동구,3
2021050300100554,2021년 5월 3일 19시,대구광역시 중구 삼덕동3가,19,중구,7
2021050300100610,2021년 5월 3일 21시,대구광역시 서구 내당동,21,서구,5
2021050300100639,2021년 5월 3일 22시,대구광역시 수성구 매호동,22,수성구,6
2021050300100640,2021년 5월 3일 22시,대구광역시 서구 내당동,22,서구,5
2021050400100040,2021년 5월 4일 06시,대구광역시 동구 금강동,6,동구,3
2021050400100194,2021년 5월 4일 12시,대구광역시 동구 신천동,12,동구,3
2021050400100230,2021년 5월 4일 13시,대구광역시 북구 산격동,13,북구,4
2021050400100351,2021년 5월 4일 16시,대구광역시 남구 봉덕동,16,남구,0
2021050400100397,2021년 5월 4일 17시,대구광역시 북구 노원동2가,17,북구,4
2021050400100438,2021년 5월 4일 18시,대구광역시 서구 내당동,18,서구,5
2021050400100504,2021년 5월 4일 19시,대구광역시 수성구 두산동,19,수성구,6
2021050400100508,2021년 5월 4일 19시,대구광역시 북구 학정동,19,북구,4
2021050400100563,2021년 5월 4일 20시,대구광역시 달서구 월암동,20,달서구,1
2021050400100616,2021년 5월 4일 21시,대구광역시 동구 불로동,21,동구,3
2021050400100710,2021년 5월 4일 23시,대구광역시 달서구 송현동,23,달서구,1
2021050400100711,2021년 5월 4일 23시,대구광역시 달서구 죽전동,23,달서구,1
2021050400100712,2021년 5월 4일 23시,대구광역시 달서구 죽전동,23,달서구,1
2021050500100045,2021년 5월 5일 03시,대구광역시 북구 칠성동2가,3,북구,4
2021050500100067,2021년 5월 5일 07시,대구광역시 북구 태전동,7,북구,4
2021050500100290,2021년 5월 5일 14시,대구광역시 남구 대명동,14,남구,0
2021050500100291,2021년 5월 5일 14시,대구광역시 달서구 진천동,14,달서구,1
2021050500100328,2021년 5월 5일 15시,대구광역시 남구 봉덕동,15,남구,0
2021050500100330,2021년 5월 5일 15시,대구광역시 중구 공평동,15,중구,7
2021050500100369,2021년 5월 5일 16시,대구광역시 달성군 다사읍,16,달성군,2
2021050500100370,2021년 5월 5일 16시,대구광역시 서구 비산동,16,서구,5
2021050500100483,2021년 5월 5일 19시,대구광역시 달서구 진천동,19,달서구,1
2021050500100539,2021년 5월 5일 21시,대구광역시 달서구 이곡동,21,달서구,1
2021050600100119,2021년 5월 6일 09시,대구광역시 달서구 이곡동,9,달서구,1
2021050600100320,2021년 5월 6일 15시,대구광역시 동구 신암동,15,동구,3
2021050600100321,2021년 5월 6일 15시,대구광역시 달서구 월성동,15,달서구,1
2021050600100389,2021년 5월 6일 17시,대구광역시 수성구 두산동,17,수성구,6
2021050600100390,2021년 5월 6일 17시,대구광역시 수성구 황금동,17,수성구,6
2021050600100435,2021년 5월 6일 18시,대구광역시 동구 동호동,18,동구,3
2021050600100473,2021년 5월 6일 19시,대구광역시 달서구 신당동,19,달서구,1
2021050700100183,2021년 5월 7일 11시,대구광역시 북구 칠성동1가,11,북구,4
2021050700100300,2021년 5월 7일 14시,대구광역시 달서구 이곡동,14,달서구,1
2021050800100058,2021년 5월 8일 06시,대구광역시 북구 노원동3가,6,북구,4
2021050800100415,2021년 5월 8일 16시,대구광역시 달서구 본리동,16,달서구,1
2021050800100554,2021년 5월 8일 20시,대구광역시 달서구 도원동,20,달서구,1
2021050900100007,2021년 5월 9일 00시,대구광역시 중구 삼덕동1가,0,중구,7
2021050900100061,2021년 5월 9일 08시,대구광역시 동구 지묘동,8,동구,3
2021050900100108,2021년 5월 9일 10시,대구광역시 남구 대명동,10,남구,0
2021050900100209,2021년 5월 9일 13시,대구광역시 북구 산격동,13,북구,4
2021050900100246,2021년 5월 9일 14시,대구광역시 서구 비산동,14,서구,5
2021050900100318,2021년 5월 9일 16시,대구광역시 동구 괴전동,16,동구,3
2021050900100507,2021년 5월 9일 23시,대구광역시 남구 대명동,23,남구,0
2021051000100139,2021년 5월 10일 10시,대구광역시 동구 용계동,10,동구,3
2021051000100200,2021년 5월 10일 12시,대구광역시 달서구 용산동,12,달서구,1
2021051000100317,2021년 5월 10일 15시,대구광역시 서구 내당동,15,서구,5
2021051000100450,2021년 5월 10일 19시,대구광역시 수성구 수성동4가,19,수성구,6
2021051000100493,2021년 5월 10일 20시,대구광역시 수성구 황금동,20,수성구,6
2021051000100495,2021년 5월 10일 20시,대구광역시 서구 비산동,20,서구,5
2021051000100525,2021년 5월 10일 21시,대구광역시 북구 읍내동,21,북구,4
2021051100100231,2021년 5월 11일 11시,대구광역시 동구 신암동,11,동구,3
2021051100100515,2021년 5월 11일 18시,대구광역시 동구 불로동,18,동구,3
2021051200100021,2021년 5월 12일 03시,대구광역시 동구 신천동,3,동구,3
2021051200100092,2021년 5월 12일 08시,대구광역시 달서구 상인동,8,달서구,1
2021051200100094,2021년 5월 12일 08시,대구광역시 달서구 감삼동,8,달서구,1
2021051200100124,2021년 5월 12일 09시,대구광역시 동구 신암동,9,동구,3
2021051200100161,2021년 5월 12일 10시,대구광역시 달서구 본동,10,달서구,1
2021051200100493,2021년 5월 12일 18시,대구광역시 수성구 지산동,18,수성구,6
2021051200100618,2021년 5월 12일 23시,대구광역시 달서구 송현동,23,달서구,1
2021051300100005,2021년 5월 13일 00시,대구광역시 남구 봉덕동,0,남구,0
2021051300100015,2021년 5월 13일 02시,대구광역시 수성구 황금동,2,수성구,6
2021051300100109,2021년 5월 13일 08시,대구광역시 남구 대명동,8,남구,0
2021051300100110,2021년 5월 13일 08시,대구광역시 남구 봉덕동,8,남구,0
2021051300100238,2021년 5월 13일 12시,대구광역시 달성군 화원읍,12,달성군,2
2021051300100277,2021년 5월 13일 13시,대구광역시 남구 봉덕동,13,남구,0
2021051300100278,2021년 5월 13일 13시,대구광역시 서구 비산동,13,서구,5
2021051300100323,2021년 5월 13일 14시,대구광역시 북구 침산동,14,북구,4
2021051300100396,2021년 5월 13일 16시,대구광역시 북구 노원동1가,16,북구,4
2021051300100397,2021년 5월 13일 16시,대구광역시 달서구 용산동,16,달서구,1
2021051300100494,2021년 5월 13일 18시,대구광역시 수성구 만촌동,18,수성구,6
2021051300100529,2021년 5월 13일 19시,대구광역시 북구 태전동,19,북구,4
2021051300100565,2021년 5월 13일 20시,대구광역시 달서구 감삼동,20,달서구,1
2021051400100011,2021년 5월 14일 00시,대구광역시 서구 내당동,0,서구,5
2021051400100252,2021년 5월 14일 12시,대구광역시 달성군 옥포읍,12,달성군,2
2021051400100253,2021년 5월 14일 12시,대구광역시 달서구 죽전동,12,달서구,1
2021051400100328,2021년 5월 14일 14시,대구광역시 동구 지저동,14,동구,3
2021051400100331,2021년 5월 14일 14시,대구광역시 북구 국우동,14,북구,4
2021051400100377,2021년 5월 14일 15시,대구광역시 북구 고성동2가,15,북구,4
2021051400100434,2021년 5월 14일 16시,대구광역시 서구 중리동,16,서구,5
2021051400100436,2021년 5월 14일 16시,대구광역시 북구 매천동,16,북구,4
2021051400100502,2021년 5월 14일 17시,대구광역시 중구 남산동,17,중구,7
2021051400100552,2021년 5월 14일 18시,대구광역시 남구 대명동,18,남구,0
2021051400100553,2021년 5월 14일 18시,대구광역시 동구 효목동,18,동구,3
2021051400100554,2021년 5월 14일 18시,대구광역시 달성군 다사읍,18,달성군,2
2021051400100556,2021년 5월 14일 18시,대구광역시 중구 대신동,18,중구,7
2021051400100695,2021년 5월 14일 22시,대구광역시 수성구 범어동,22,수성구,6
2021051500100343,2021년 5월 15일 15시,대구광역시 동구 신서동,15,동구,3
2021051600100013,2021년 5월 16일 00시,대구광역시 달서구 도원동,0,달서구,1
2021051600100014,2021년 5월 16일 00시,대구광역시 달서구 상인동,0,달서구,1
2021051600100034,2021년 5월 16일 01시,대구광역시 수성구 두산동,1,수성구,6
2021051600100214,2021년 5월 16일 14시,대구광역시 북구 매천동,14,북구,4
2021051600100444,2021년 5월 16일 22시,대구광역시 남구 대명동,22,남구,0
2021051700100155,2021년 5월 17일 10시,대구광역시 북구 복현동,10,북구,4
2021051700100156,2021년 5월 17일 10시,대구광역시 달서구 이곡동,10,달서구,1
2021051700100235,2021년 5월 17일 13시,대구광역시 수성구 중동,13,수성구,6
2021051700100263,2021년 5월 17일 14시,대구광역시 서구 내당동,14,서구,5
2021051700100407,2021년 5월 17일 18시,대구광역시 달서구 상인동,18,달서구,1
2021051700100527,2021년 5월 17일 22시,대구광역시 수성구 파동,22,수성구,6
2021051700100528,2021년 5월 17일 22시,대구광역시 달서구 대천동,22,달서구,1
2021051800100063,2021년 5월 18일 07시,대구광역시 서구 비산동,7,서구,5
2021051800100167,2021년 5월 18일 11시,대구광역시 동구 효목동,11,동구,3
2021051800100199,2021년 5월 18일 12시,대구광역시 남구 봉덕동,12,남구,0
2021051800100273,2021년 5월 18일 14시,대구광역시 달서구 송현동,14,달서구,1
2021051800100530,2021년 5월 18일 20시,대구광역시 남구 봉덕동,20,남구,0
2021051900100010,2021년 5월 19일 00시,대구광역시 중구 삼덕동1가,0,중구,7
2021051900100091,2021년 5월 19일 08시,대구광역시 달서구 두류동,8,달서구,1
2021051900100489,2021년 5월 19일 20시,대구광역시 수성구 만촌동,20,수성구,6
2021052000100004,2021년 5월 20일 00시,대구광역시 남구 대명동,0,남구,0
2021052000100026,2021년 5월 20일 05시,대구광역시 서구 비산동,5,서구,5
2021052000100082,2021년 5월 20일 08시,대구광역시 수성구 범어동,8,수성구,6
2021052000100226,2021년 5월 20일 13시,대구광역시 달서구 월성동,13,달서구,1
2021052000100258,2021년 5월 20일 14시,대구광역시 중구 대신동,14,중구,7
2021052000100309,2021년 5월 20일 16시,대구광역시 달서구 송현동,16,달서구,1
2021052000100550,2021년 5월 20일 22시,대구광역시 북구 침산동,22,북구,4
2021052100100124,2021년 5월 21일 09시,대구광역시 북구 태전동,9,북구,4
2021052100100176,2021년 5월 21일 11시,대구광역시 달서구 이곡동,11,달서구,1
2021052100100234,2021년 5월 21일 13시,대구광역시 동구 신기동,13,동구,3
2021052200100211,2021년 5월 22일 12시,대구광역시 중구 남산동,12,중구,7
2021052200100484,2021년 5월 22일 18시,대구광역시 서구 비산동,18,서구,5
2021052300100107,2021년 5월 23일 11시,대구광역시 북구 침산동,11,북구,4
2021052300100342,2021년 5월 23일 19시,대구광역시 북구 읍내동,19,북구,4
2021052300100368,2021년 5월 23일 20시,대구광역시 달서구 감삼동,20,달서구,1
2021052400100020,2021년 5월 24일 05시,대구광역시 달서구 용산동,5,달서구,1
2021052400100034,2021년 5월 24일 06시,대구광역시 북구 칠성동1가,6,북구,4
2021052400100148,2021년 5월 24일 10시,대구광역시 남구 대명동,10,남구,0
2021052400100242,2021년 5월 24일 13시,대구광역시 달서구 진천동,13,달서구,1
2021052400100326,2021년 5월 24일 15시,대구광역시 수성구 수성동4가,15,수성구,6
2021052400100415,2021년 5월 24일 17시,대구광역시 중구 대봉동,17,중구,7
2021052400100482,2021년 5월 24일 19시,대구광역시 달서구 월성동,19,달서구,1
2021052400100508,2021년 5월 24일 20시,대구광역시 달서구 두류동,20,달서구,1
2021052400100534,2021년 5월 24일 21시,대구광역시 달서구 본리동,21,달서구,1
2021052500100306,2021년 5월 25일 14시,대구광역시 달서구 상인동,14,달서구,1
2021052500100392,2021년 5월 25일 16시,대구광역시 남구 대명동,16,남구,0
2021052500100395,2021년 5월 25일 16시,대구광역시 수성구 황금동,16,수성구,6
2021052500100484,2021년 5월 25일 18시,대구광역시 남구 대명동,18,남구,0
2021052500100485,2021년 5월 25일 18시,대구광역시 서구 평리동,18,서구,5
2021052600100065,2021년 5월 26일 07시,대구광역시 북구 복현동,7,북구,4
2021052600100108,2021년 5월 26일 08시,대구광역시 서구 평리동,8,서구,5
2021052600100305,2021년 5월 26일 15시,대구광역시 남구 대명동,15,남구,0
2021052600100308,2021년 5월 26일 15시,대구광역시 중구 동성로3가,15,중구,7
2021052600100489,2021년 5월 26일 20시,대구광역시 수성구 범물동,20,수성구,6
2021052600100490,2021년 5월 26일 20시,대구광역시 북구 서변동,20,북구,4
2021052600100569,2021년 5월 26일 23시,대구광역시 수성구 매호동,23,수성구,6
2021052700100362,2021년 5월 27일 16시,대구광역시 북구 복현동,16,북구,4
2021052700100540,2021년 5월 27일 21시,대구광역시 달서구 본동,21,달서구,1
2021052800100075,2021년 5월 28일 07시,대구광역시 달서구 성당동,7,달서구,1
2021052800100200,2021년 5월 28일 11시,대구광역시 수성구 황금동,11,수성구,6
2021052800100201,2021년 5월 28일 11시,대구광역시 달서구 월성동,11,달서구,1
2021052800100272,2021년 5월 28일 13시,대구광역시 달서구 진천동,13,달서구,1
2021052800100382,2021년 5월 28일 16시,대구광역시 북구 산격동,16,북구,4
2021052800100578,2021년 5월 28일 21시,대구광역시 남구 대명동,21,남구,0
2021052900100222,2021년 5월 29일 12시,대구광역시 달서구 상인동,12,달서구,1
2021052900100476,2021년 5월 29일 19시,대구광역시 남구 대명동,19,남구,0
2021052900100505,2021년 5월 29일 20시,대구광역시 동구 지저동,20,동구,3
2021052900100506,2021년 5월 29일 20시,대구광역시 동구 효목동,20,동구,3
2021052900100507,2021년 5월 29일 20시,대구광역시 달서구 월성동,20,달서구,1
2021053000100008,2021년 5월 30일 00시,대구광역시 수성구 범어동,0,수성구,6
2021053000100144,2021년 5월 30일 12시,대구광역시 달서구 상인동,12,달서구,1
2021053000100179,2021년 5월 30일 13시,대구광역시 수성구 연호동,13,수성구,6
2021053100100114,2021년 5월 31일 09시,대구광역시 달서구 용산동,9,달서구,1
2021053100100144,2021년 5월 31일 10시,대구광역시 달서구 성당동,10,달서구,1
2021053100100225,2021년 5월 31일 13시,대구광역시 달서구 장동,13,달서구,1
2021053100100340,2021년 5월 31일 16시,대구광역시 남구 대명동,16,남구,0
2021053100100512,2021년 5월 31일 21시,대구광역시 서구 비산동,21,서구,5
2021053100100513,2021년 5월 31일 21시,대구광역시 북구 동천동,21,북구,4
2021060100100146,2021년 6월 1일 09시,대구광역시 달서구 상인동,9,달서구,1
