,사고번호,사고일시,시군구,구,구변수,시간,시간별사고(전체),시간별사고(구)
1044,2021070700100213,2021년 7월 7일 11시,대구광역시 달서구 상인동,달서구,1,11,88,17
1045,2021070700100340,2021년 7월 7일 15시,대구광역시 수성구 신매동,수성구,6,15,152,26
1046,2021070700100470,2021년 7월 7일 18시,대구광역시 수성구 범어동,수성구,6,18,177,28
1047,2021070700100472,2021년 7월 7일 18시,대구광역시 달서구 진천동,달서구,1,18,177,47
1048,2021070800100150,2021년 7월 8일 09시,대구광역시 서구 비산동,서구,5,9,92,8
1049,2021070800100218,2021년 7월 8일 11시,대구광역시 남구 대명동,남구,0,11,88,9
1050,2021070800100220,2021년 7월 8일 11시,대구광역시 중구 태평로2가,중구,7,11,88,6
1051,2021070800100310,2021년 7월 8일 14시,대구광역시 수성구 욱수동,수성구,6,14,127,18
1052,2021070800100311,2021년 7월 8일 14시,대구광역시 중구 공평동,중구,7,14,127,7
1053,2021070800100460,2021년 7월 8일 18시,대구광역시 중구 종로2가,중구,7,18,177,20
1054,2021070800100525,2021년 7월 8일 20시,대구광역시 서구 원대동3가,서구,5,20,133,14
1055,2021070800100580,2021년 7월 8일 22시,대구광역시 동구 신암동,동구,3,22,104,13
1056,2021070900100014,2021년 7월 9일 00시,대구광역시 수성구 황금동,수성구,6,0,46,2
1057,2021070900100186,2021년 7월 9일 11시,대구광역시 동구 신암동,동구,3,11,88,13
1058,2021070900100285,2021년 7월 9일 14시,대구광역시 수성구 범물동,수성구,6,14,127,18
1059,2021070900100375,2021년 7월 9일 16시,대구광역시 달성군 화원읍,달성군,2,16,159,9
1060,2021070900100376,2021년 7월 9일 16시,대구광역시 서구 비산동,서구,5,16,159,10
1061,2021070900100549,2021년 7월 9일 20시,대구광역시 북구 관음동,북구,4,20,133,12
1062,2021071000100066,2021년 7월 10일 04시,대구광역시 달서구 상인동,달서구,1,4,18,5
1063,2021071000100089,2021년 7월 10일 07시,대구광역시 남구 대명동,남구,0,7,47,5
1064,2021071000100303,2021년 7월 10일 13시,대구광역시 수성구 만촌동,수성구,6,13,101,15
1065,2021071000100376,2021년 7월 10일 15시,대구광역시 달성군 화원읍,달성군,2,15,152,7
1066,2021071000100424,2021년 7월 10일 16시,대구광역시 달서구 이곡동,달서구,1,16,159,42
1067,2021071000100546,2021년 7월 10일 20시,대구광역시 동구 신암동,동구,3,20,133,17
1068,2021071000100589,2021년 7월 10일 22시,대구광역시 수성구 연호동,수성구,6,22,104,20
1069,2021071100100023,2021년 7월 11일 02시,대구광역시 수성구 두산동,수성구,6,2,19,4
1070,2021071100100044,2021년 7월 11일 08시,대구광역시 달성군 화원읍,달성군,2,8,81,7
1071,2021071100100118,2021년 7월 11일 12시,대구광역시 수성구 신매동,수성구,6,12,104,24
1072,2021071100100119,2021년 7월 11일 12시,대구광역시 수성구 범물동,수성구,6,12,104,24
1073,2021071100100152,2021년 7월 11일 13시,대구광역시 중구 동인동4가,중구,7,13,101,3
1074,2021071100100272,2021년 7월 11일 17시,대구광역시 북구 읍내동,북구,4,17,145,27
1075,2021071200100106,2021년 7월 12일 09시,대구광역시 남구 이천동,남구,0,9,92,7
1076,2021071200100138,2021년 7월 12일 10시,대구광역시 수성구 지산동,수성구,6,10,91,20
1077,2021071200100166,2021년 7월 12일 11시,대구광역시 북구 태전동,북구,4,11,88,21
1078,2021071200100280,2021년 7월 12일 14시,대구광역시 달서구 감삼동,달서구,1,14,127,34
1079,2021071200100282,2021년 7월 12일 14시,대구광역시 달서구 신당동,달서구,1,14,127,34
1080,2021071300100217,2021년 7월 13일 11시,대구광역시 중구 수동,중구,7,11,88,6
1081,2021071300100218,2021년 7월 13일 11시,대구광역시 달서구 용산동,달서구,1,11,88,17
1082,2021071300100367,2021년 7월 13일 15시,대구광역시 남구 대명동,남구,0,15,152,16
1083,2021071300100369,2021년 7월 13일 15시,대구광역시 수성구 범물동,수성구,6,15,152,26
1084,2021071300100409,2021년 7월 13일 16시,대구광역시 중구 동인동3가,중구,7,16,159,12
1085,2021071300100463,2021년 7월 13일 17시,대구광역시 북구 서변동,북구,4,17,145,27
1086,2021071300100519,2021년 7월 13일 18시,대구광역시 수성구 수성동1가,수성구,6,18,177,28
1087,2021071400100007,2021년 7월 14일 00시,대구광역시 북구 복현동,북구,4,0,46,6
1088,2021071400100060,2021년 7월 14일 06시,대구광역시 달서구 감삼동,달서구,1,6,43,9
1089,2021071400100079,2021년 7월 14일 07시,대구광역시 서구 내당동,서구,5,7,47,5
1090,2021071400100110,2021년 7월 14일 08시,대구광역시 달서구 유천동,달서구,1,8,81,25
1091,2021071400100294,2021년 7월 14일 14시,대구광역시 서구 비산동,서구,5,14,127,13
1092,2021071400100325,2021년 7월 14일 15시,대구광역시 동구 방촌동,동구,3,15,152,22
1093,2021071400100328,2021년 7월 14일 15시,대구광역시 북구 칠성동1가,북구,4,15,152,22
1094,2021071400100427,2021년 7월 14일 17시,대구광역시 남구 봉덕동,남구,0,17,145,12
1095,2021071400100520,2021년 7월 14일 19시,대구광역시 동구 신서동,동구,3,19,142,19
1096,2021071400100522,2021년 7월 14일 19시,대구광역시 수성구 매호동,수성구,6,19,142,23
1097,2021071500100383,2021년 7월 15일 16시,대구광역시 북구 팔달동,북구,4,16,159,19
1098,2021071500100421,2021년 7월 15일 17시,대구광역시 동구 신암동,동구,3,17,145,15
1099,2021071500100423,2021년 7월 15일 17시,대구광역시 북구 구암동,북구,4,17,145,27
1100,2021071500100570,2021년 7월 15일 21시,대구광역시 북구 동천동,북구,4,21,118,14
1101,2021071500100613,2021년 7월 15일 23시,대구광역시 북구 복현동,북구,4,23,54,8
1102,2021071500100614,2021년 7월 15일 23시,대구광역시 달서구 이곡동,달서구,1,23,54,16
1103,2021071600100022,2021년 7월 16일 03시,대구광역시 북구 산격동,북구,4,3,11,3
1104,2021071600100038,2021년 7월 16일 06시,대구광역시 서구 내당동,서구,5,6,43,11
1105,2021071600100387,2021년 7월 16일 16시,대구광역시 달서구 본동,달서구,1,16,159,42
1106,2021071600100668,2021년 7월 16일 22시,대구광역시 북구 관음동,북구,4,22,104,17
1107,2021071700100013,2021년 7월 17일 00시,대구광역시 달성군 현풍읍,달성군,2,0,46,3
1108,2021071700100014,2021년 7월 17일 00시,대구광역시 북구 관음동,북구,4,0,46,6
1109,2021071700100158,2021년 7월 17일 10시,대구광역시 수성구 범어동,수성구,6,10,91,20
1110,2021071700100281,2021년 7월 17일 13시,대구광역시 달서구 감삼동,달서구,1,13,101,26
1111,2021071700100358,2021년 7월 17일 15시,대구광역시 수성구 상동,수성구,6,15,152,26
1112,2021071700100360,2021년 7월 17일 15시,대구광역시 북구 대현동,북구,4,15,152,22
1113,2021071700100361,2021년 7월 17일 15시,대구광역시 중구 계산동2가,중구,7,15,152,19
1114,2021071700100439,2021년 7월 17일 17시,대구광역시 달서구 이곡동,달서구,1,17,145,38
1115,2021071700100527,2021년 7월 17일 20시,대구광역시 서구 비산동,서구,5,20,133,14
1116,2021071800100023,2021년 7월 18일 01시,대구광역시 달서구 감삼동,달서구,1,1,35,8
1117,2021071800100329,2021년 7월 18일 18시,대구광역시 달성군 논공읍,달성군,2,18,177,10
1118,2021071900100106,2021년 7월 19일 08시,대구광역시 달서구 송현동,달서구,1,8,81,25
1119,2021071900100431,2021년 7월 19일 17시,대구광역시 북구 칠성동1가,북구,4,17,145,27
1120,2021072000100149,2021년 7월 20일 10시,대구광역시 동구 신천동,동구,3,10,91,10
1121,2021072000100313,2021년 7월 20일 15시,대구광역시 수성구 상동,수성구,6,15,152,26
1122,2021072000100447,2021년 7월 20일 18시,대구광역시 북구 대현동,북구,4,18,177,28
1123,2021072000100546,2021년 7월 20일 22시,대구광역시 수성구 상동,수성구,6,22,104,20
1124,2021072000100549,2021년 7월 20일 22시,대구광역시 달성군 다사읍,달성군,2,22,104,7
1125,2021072100100010,2021년 7월 21일 00시,대구광역시 남구 대명동,남구,0,0,46,3
1126,2021072100100148,2021년 7월 21일 09시,대구광역시 서구 비산동,서구,5,9,92,8
1127,2021072100100430,2021년 7월 21일 16시,대구광역시 남구 대명동,남구,0,16,159,11
1128,2021072100100433,2021년 7월 21일 16시,대구광역시 중구 서문로2가,중구,7,16,159,12
1129,2021072100100484,2021년 7월 21일 17시,대구광역시 수성구 지산동,수성구,6,17,145,28
1130,2021072100100540,2021년 7월 21일 18시,대구광역시 수성구 수성동1가,수성구,6,18,177,28
1131,2021072100100543,2021년 7월 21일 18시,대구광역시 북구 학정동,북구,4,18,177,28
1132,2021072100100605,2021년 7월 21일 20시,대구광역시 서구 평리동,서구,5,20,133,14
1133,2021072100100623,2021년 7월 21일 21시,대구광역시 동구 방촌동,동구,3,21,118,11
1134,2021072200100013,2021년 7월 22일 00시,대구광역시 달서구 호산동,달서구,1,0,46,15
1135,2021072200100020,2021년 7월 22일 01시,대구광역시 서구 내당동,서구,5,1,35,5
1136,2021072200100171,2021년 7월 22일 10시,대구광역시 달서구 이곡동,달서구,1,10,91,23
1137,2021072200100605,2021년 7월 22일 21시,대구광역시 달서구 대천동,달서구,1,21,118,42
1138,2021072300100098,2021년 7월 23일 08시,대구광역시 남구 대명동,남구,0,8,81,11
1139,2021072300100195,2021년 7월 23일 11시,대구광역시 동구 효목동,동구,3,11,88,13
1140,2021072300100451,2021년 7월 23일 17시,대구광역시 달서구 월성동,달서구,1,17,145,38
1141,2021072300100558,2021년 7월 23일 19시,대구광역시 달서구 진천동,달서구,1,19,142,38
1142,2021072300100645,2021년 7월 23일 22시,대구광역시 달서구 도원동,달서구,1,22,104,24
1143,2021072400100035,2021년 7월 24일 05시,대구광역시 북구 산격동,북구,4,5,29,3
1144,2021072400100131,2021년 7월 24일 10시,대구광역시 서구 평리동,서구,5,10,91,7
1145,2021072400100217,2021년 7월 24일 12시,대구광역시 동구 신서동,동구,3,12,104,12
1146,2021072400100220,2021년 7월 24일 12시,대구광역시 중구 종로2가,중구,7,12,104,6
1147,2021072400100338,2021년 7월 24일 15시,대구광역시 서구 비산동,서구,5,15,152,12
1148,2021072400100412,2021년 7월 24일 17시,대구광역시 북구 복현동,북구,4,17,145,27
1149,2021072400100452,2021년 7월 24일 18시,대구광역시 북구 침산동,북구,4,18,177,28
1150,2021072400100588,2021년 7월 24일 23시,대구광역시 중구 삼덕동1가,중구,7,23,54,8
1151,2021072500100135,2021년 7월 25일 12시,대구광역시 수성구 중동,수성구,6,12,104,24
1152,2021072500100176,2021년 7월 25일 13시,대구광역시 달서구 본리동,달서구,1,13,101,26
1153,2021072500100367,2021년 7월 25일 19시,대구광역시 달서구 신당동,달서구,1,19,142,38
1154,2021072500100389,2021년 7월 25일 20시,대구광역시 수성구 만촌동,수성구,6,20,133,25
1155,2021072600100022,2021년 7월 26일 04시,대구광역시 북구 칠성동1가,북구,4,4,18,4
1156,2021072600100093,2021년 7월 26일 08시,대구광역시 달성군 다사읍,달성군,2,8,81,7
1157,2021072600100178,2021년 7월 26일 10시,대구광역시 북구 노원동3가,북구,4,10,91,14
1158,2021072600100220,2021년 7월 26일 11시,대구광역시 서구 내당동,서구,5,11,88,7
1159,2021072600100381,2021년 7월 26일 15시,대구광역시 달성군 논공읍,달성군,2,15,152,7
1160,2021072600100537,2021년 7월 26일 19시,대구광역시 수성구 지산동,수성구,6,19,142,23
1161,2021072600100571,2021년 7월 26일 20시,대구광역시 남구 대명동,남구,0,20,133,11
1162,2021072700100006,2021년 7월 27일 00시,대구광역시 북구 읍내동,북구,4,0,46,6
1163,2021072700100439,2021년 7월 27일 17시,대구광역시 수성구 신매동,수성구,6,17,145,28
1164,2021072700100490,2021년 7월 27일 18시,대구광역시 북구 구암동,북구,4,18,177,28
1165,2021072800100136,2021년 7월 28일 09시,대구광역시 남구 대명동,남구,0,9,92,7
1166,2021072800100138,2021년 7월 28일 09시,대구광역시 달성군 화원읍,달성군,2,9,92,5
1167,2021072800100302,2021년 7월 28일 14시,대구광역시 남구 봉덕동,남구,0,14,127,9
1168,2021072800100482,2021년 7월 28일 18시,대구광역시 중구 남산동,중구,7,18,177,20
1169,2021072800100541,2021년 7월 28일 20시,대구광역시 북구 동천동,북구,4,20,133,12
1170,2021072800100597,2021년 7월 28일 22시,대구광역시 서구 비산동,서구,5,22,104,10
1171,2021072900100160,2021년 7월 29일 10시,대구광역시 달서구 송현동,달서구,1,10,91,23
1172,2021072900100269,2021년 7월 29일 13시,대구광역시 중구 덕산동,중구,7,13,101,3
1173,2021072900100401,2021년 7월 29일 17시,대구광역시 수성구 파동,수성구,6,17,145,28
1174,2021072900100515,2021년 7월 29일 21시,대구광역시 서구 비산동,서구,5,21,118,11
1175,2021072900100548,2021년 7월 29일 22시,대구광역시 중구 삼덕동1가,중구,7,22,104,8
1176,2021073000100038,2021년 7월 30일 06시,대구광역시 북구 침산동,북구,4,6,43,8
1177,2021073000100061,2021년 7월 30일 07시,대구광역시 달서구 신당동,달서구,1,7,47,15
1178,2021073000100385,2021년 7월 30일 16시,대구광역시 달서구 두류동,달서구,1,16,159,42
1179,2021073000100526,2021년 7월 30일 20시,대구광역시 서구 이현동,서구,5,20,133,14
1180,2021073000100527,2021년 7월 30일 20시,대구광역시 달서구 호림동,달서구,1,20,133,39
1181,2021073000100593,2021년 7월 30일 22시,대구광역시 동구 신서동,동구,3,22,104,13
1182,2021073100100024,2021년 7월 31일 01시,대구광역시 동구 신암동,동구,3,1,35,1
1183,2021073100100046,2021년 7월 31일 05시,대구광역시 동구 효목동,동구,3,5,29,3
1184,2021073100100094,2021년 7월 31일 09시,대구광역시 서구 평리동,서구,5,9,92,8
1185,2021073100100292,2021년 7월 31일 14시,대구광역시 북구 산격동,북구,4,14,127,21
1186,2021073100100399,2021년 7월 31일 17시,대구광역시 북구 태전동,북구,4,17,145,27
1187,2021073100100491,2021년 7월 31일 20시,대구광역시 동구 효목동,동구,3,20,133,17
1188,2021073100100522,2021년 7월 31일 21시,대구광역시 달서구 용산동,달서구,1,21,118,42
1189,2021073100100545,2021년 7월 31일 22시,대구광역시 동구 효목동,동구,3,22,104,13
1190,2021073100100546,2021년 7월 31일 22시,대구광역시 동구 율하동,동구,3,22,104,13
1191,2021080100100088,2021년 8월 1일 10시,대구광역시 북구 산격동,북구,4,10,91,14
1192,2021080100100249,2021년 8월 1일 16시,대구광역시 달서구 용산동,달서구,1,16,159,42
1193,2021080100100345,2021년 8월 1일 19시,대구광역시 달서구 송현동,달서구,1,19,142,38
1194,2021080100100441,2021년 8월 1일 22시,대구광역시 수성구 신매동,수성구,6,22,104,20
1195,2021080200100032,2021년 8월 2일 05시,대구광역시 수성구 수성동3가,수성구,6,5,29,6
1196,2021080200100212,2021년 8월 2일 12시,대구광역시 동구 지묘동,동구,3,12,104,12
1197,2021080200100285,2021년 8월 2일 14시,대구광역시 남구 대명동,남구,0,14,127,9
1198,2021080200100399,2021년 8월 2일 17시,대구광역시 북구 태전동,북구,4,17,145,27
1199,2021080400100116,2021년 8월 4일 09시,대구광역시 북구 칠성동1가,북구,4,9,92,17
1200,2021080400100152,2021년 8월 4일 10시,대구광역시 중구 대신동,중구,7,10,91,5
1201,2021080400100427,2021년 8월 4일 17시,대구광역시 서구 평리동,서구,5,17,145,12
1202,2021080400100501,2021년 8월 4일 19시,대구광역시 동구 율하동,동구,3,19,142,19
1203,2021080400100502,2021년 8월 4일 19시,대구광역시 수성구 두산동,수성구,6,19,142,23
1204,2021080400100532,2021년 8월 4일 20시,대구광역시 동구 신암동,동구,3,20,133,17
1205,2021080500100158,2021년 8월 5일 10시,대구광역시 달서구 용산동,달서구,1,10,91,23
1206,2021080500100273,2021년 8월 5일 13시,대구광역시 수성구 수성동2가,수성구,6,13,101,15
1207,2021080500100345,2021년 8월 5일 15시,대구광역시 수성구 만촌동,수성구,6,15,152,26
1208,2021080500100346,2021년 8월 5일 15시,대구광역시 달서구 도원동,달서구,1,15,152,28
1209,2021080500100381,2021년 8월 5일 16시,대구광역시 북구 태전동,북구,4,16,159,19
1210,2021080500100426,2021년 8월 5일 17시,대구광역시 동구 지저동,동구,3,17,145,15
1211,2021080600100017,2021년 8월 6일 04시,대구광역시 북구 읍내동,북구,4,4,18,4
1212,2021080600100060,2021년 8월 6일 07시,대구광역시 달서구 성당동,달서구,1,7,47,15
1213,2021080600100489,2021년 8월 6일 18시,대구광역시 달성군 다사읍,달성군,2,18,177,10
1214,2021080600100570,2021년 8월 6일 20시,대구광역시 달성군 다사읍,달성군,2,20,133,9
1215,2021080600100590,2021년 8월 6일 21시,대구광역시 달서구 성당동,달서구,1,21,118,42
1216,2021080700100008,2021년 8월 7일 00시,대구광역시 달서구 두류동,달서구,1,0,46,15
1217,2021080700100478,2021년 8월 7일 20시,대구광역시 수성구 수성동1가,수성구,6,20,133,25
1218,2021080700100479,2021년 8월 7일 20시,대구광역시 달서구 용산동,달서구,1,20,133,39
1219,2021080700100559,2021년 8월 7일 23시,대구광역시 수성구 수성동3가,수성구,6,23,54,12
1220,2021080800100028,2021년 8월 8일 02시,대구광역시 서구 비산동,서구,5,2,19,2
1221,2021080800100185,2021년 8월 8일 14시,대구광역시 동구 지묘동,동구,3,14,127,17
1222,2021080800100373,2021년 8월 8일 20시,대구광역시 북구 태전동,북구,4,20,133,12
1223,2021080800100416,2021년 8월 8일 22시,대구광역시 북구 사수동,북구,4,22,104,17
1224,2021080900100039,2021년 8월 9일 06시,대구광역시 서구 내당동,서구,5,6,43,11
1225,2021080900100280,2021년 8월 9일 13시,대구광역시 남구 봉덕동,남구,0,13,101,7
1226,2021080900100353,2021년 8월 9일 15시,대구광역시 동구 지묘동,동구,3,15,152,22
1227,2021080900100516,2021년 8월 9일 19시,대구광역시 동구 방촌동,동구,3,19,142,19
1228,2021081000100009,2021년 8월 10일 01시,대구광역시 달서구 장기동,달서구,1,1,35,8
1229,2021081000100125,2021년 8월 10일 10시,대구광역시 북구 칠성동2가,북구,4,10,91,14
1230,2021081000100207,2021년 8월 10일 12시,대구광역시 수성구 매호동,수성구,6,12,104,24
1231,2021081000100302,2021년 8월 10일 15시,대구광역시 남구 봉덕동,남구,0,15,152,16
1232,2021081000100406,2021년 8월 10일 18시,대구광역시 동구 율하동,동구,3,18,177,20
1233,2021081000100455,2021년 8월 10일 19시,대구광역시 달서구 파호동,달서구,1,19,142,38
1234,2021081100100116,2021년 8월 11일 09시,대구광역시 서구 내당동,서구,5,9,92,8
1235,2021081100100299,2021년 8월 11일 15시,대구광역시 남구 봉덕동,남구,0,15,152,16
1236,2021081200100014,2021년 8월 12일 03시,대구광역시 달성군 하빈면,달성군,2,3,11,1
1237,2021081200100390,2021년 8월 12일 17시,대구광역시 달서구 상인동,달서구,1,17,145,38
1238,2021081200100472,2021년 8월 12일 19시,대구광역시 북구 노원동2가,북구,4,19,142,28
1239,2021081200100502,2021년 8월 12일 20시,대구광역시 달서구 두류동,달서구,1,20,133,39
1240,2021081300100160,2021년 8월 13일 11시,대구광역시 수성구 범어동,수성구,6,11,88,13
1241,2021081300100272,2021년 8월 13일 14시,대구광역시 서구 비산동,서구,5,14,127,13
1242,2021081300100312,2021년 8월 13일 15시,대구광역시 서구 내당동,서구,5,15,152,12
1243,2021081300100346,2021년 8월 13일 16시,대구광역시 서구 내당동,서구,5,16,159,10
1244,2021081300100400,2021년 8월 13일 17시,대구광역시 동구 지묘동,동구,3,17,145,15
1245,2021081300100402,2021년 8월 13일 17시,대구광역시 달서구 죽전동,달서구,1,17,145,38
1246,2021081300100568,2021년 8월 13일 22시,대구광역시 달서구 상인동,달서구,1,22,104,24
1247,2021081300100569,2021년 8월 13일 22시,대구광역시 달서구 감삼동,달서구,1,22,104,24
1248,2021081400100179,2021년 8월 14일 12시,대구광역시 달서구 상인동,달서구,1,12,104,22
1249,2021081400100474,2021년 8월 14일 21시,대구광역시 달성군 다사읍,달성군,2,21,118,5
1250,2021081500100010,2021년 8월 15일 00시,대구광역시 달서구 장기동,달서구,1,0,46,15
1251,2021081500100147,2021년 8월 15일 12시,대구광역시 동구 도학동,동구,3,12,104,12
1252,2021081500100238,2021년 8월 15일 15시,대구광역시 동구 신천동,동구,3,15,152,22
1253,2021081600100065,2021년 8월 16일 09시,대구광역시 서구 평리동,서구,5,9,92,8
1254,2021081600100142,2021년 8월 16일 12시,대구광역시 서구 비산동,서구,5,12,104,11
1255,2021081600100185,2021년 8월 16일 13시,대구광역시 북구 노원동2가,북구,4,13,101,21
1256,2021081600100222,2021년 8월 16일 14시,대구광역시 남구 대명동,남구,0,14,127,9
1257,2021081600100357,2021년 8월 16일 18시,대구광역시 북구 산격동,북구,4,18,177,28
1258,2021081600100458,2021년 8월 16일 22시,대구광역시 달서구 진천동,달서구,1,22,104,24
1259,2021081700100151,2021년 8월 17일 10시,대구광역시 서구 내당동,서구,5,10,91,7
1260,2021081700100590,2021년 8월 17일 23시,대구광역시 북구 동천동,북구,4,23,54,8
1261,2021081800100513,2021년 8월 18일 20시,대구광역시 달서구 월성동,달서구,1,20,133,39
1262,2021081800100570,2021년 8월 18일 22시,대구광역시 동구 신암동,동구,3,22,104,13
1263,2021081800100589,2021년 8월 18일 23시,대구광역시 달성군 다사읍,달성군,2,23,54,3
1264,2021081900100117,2021년 8월 19일 09시,대구광역시 수성구 범어동,수성구,6,9,92,13
1265,2021081900100196,2021년 8월 19일 11시,대구광역시 달서구 용산동,달서구,1,11,88,17
1266,2021081900100415,2021년 8월 19일 17시,대구광역시 남구 대명동,남구,0,17,145,12
1267,2021081900100416,2021년 8월 19일 17시,대구광역시 달서구 진천동,달서구,1,17,145,38
1268,2021081900100418,2021년 8월 19일 17시,대구광역시 달서구 신당동,달서구,1,17,145,38
1269,2021081900100522,2021년 8월 19일 20시,대구광역시 달서구 송현동,달서구,1,20,133,39
1270,2021081900100549,2021년 8월 19일 21시,대구광역시 수성구 파동,수성구,6,21,118,20
1271,2021081900100572,2021년 8월 19일 22시,대구광역시 서구 비산동,서구,5,22,104,10
1272,2021082000100076,2021년 8월 20일 08시,대구광역시 서구 중리동,서구,5,8,81,10
1273,2021082000100166,2021년 8월 20일 11시,대구광역시 남구 대명동,남구,0,11,88,9
1274,2021082000100213,2021년 8월 20일 12시,대구광역시 달서구 유천동,달서구,1,12,104,22
1275,2021082000100476,2021년 8월 20일 18시,대구광역시 북구 태전동,북구,4,18,177,28
1276,2021082000100518,2021년 8월 20일 19시,대구광역시 수성구 범물동,수성구,6,19,142,23
1277,2021082000100549,2021년 8월 20일 20시,대구광역시 달서구 상인동,달서구,1,20,133,39
1278,2021082000100642,2021년 8월 20일 23시,대구광역시 달서구 신당동,달서구,1,23,54,16
1279,2021082100100104,2021년 8월 21일 10시,대구광역시 수성구 시지동,수성구,6,10,91,20
1280,2021082100100295,2021년 8월 21일 15시,대구광역시 중구 동산동,중구,7,15,152,19
1281,2021082100100323,2021년 8월 21일 16시,대구광역시 북구 복현동,북구,4,16,159,19
1282,2021082100100356,2021년 8월 21일 17시,대구광역시 서구 평리동,서구,5,17,145,12
1283,2021082200100122,2021년 8월 22일 12시,대구광역시 수성구 신매동,수성구,6,12,104,24
1284,2021082200100186,2021년 8월 22일 14시,대구광역시 동구 불로동,동구,3,14,127,17
1285,2021082200100217,2021년 8월 22일 15시,대구광역시 달서구 감삼동,달서구,1,15,152,28
1286,2021082200100334,2021년 8월 22일 20시,대구광역시 달성군 다사읍,달성군,2,20,133,9
1287,2021082200100352,2021년 8월 22일 21시,대구광역시 수성구 신매동,수성구,6,21,118,20
1288,2021082200100378,2021년 8월 22일 23시,대구광역시 북구 태전동,북구,4,23,54,8
1289,2021082300100125,2021년 8월 23일 10시,대구광역시 남구 봉덕동,남구,0,10,91,7
1290,2021082300100126,2021년 8월 23일 10시,대구광역시 동구 방촌동,동구,3,10,91,10
1291,2021082300100128,2021년 8월 23일 10시,대구광역시 달서구 성당동,달서구,1,10,91,23
1292,2021082300100384,2021년 8월 23일 17시,대구광역시 남구 봉덕동,남구,0,17,145,12
1293,2021082300100469,2021년 8월 23일 19시,대구광역시 남구 봉덕동,남구,0,19,142,7
1294,2021082300100517,2021년 8월 23일 20시,대구광역시 달서구 진천동,달서구,1,20,133,39
1295,2021082300100578,2021년 8월 23일 22시,대구광역시 수성구 황금동,수성구,6,22,104,20
1296,2021082300100599,2021년 8월 23일 23시,대구광역시 달서구 송현동,달서구,1,23,54,16
1297,2021082400100086,2021년 8월 24일 08시,대구광역시 남구 대명동,남구,0,8,81,11
1298,2021082400100151,2021년 8월 24일 11시,대구광역시 남구 대명동,남구,0,11,88,9
1299,2021082400100185,2021년 8월 24일 12시,대구광역시 달서구 유천동,달서구,1,12,104,22
1300,2021082400100318,2021년 8월 24일 16시,대구광역시 달서구 상인동,달서구,1,16,159,42
1301,2021082400100472,2021년 8월 24일 20시,대구광역시 수성구 매호동,수성구,6,20,133,25
1302,2021082400100500,2021년 8월 24일 21시,대구광역시 북구 동천동,북구,4,21,118,14
1303,2021082400100532,2021년 8월 24일 22시,대구광역시 수성구 범어동,수성구,6,22,104,20
1304,2021082400100534,2021년 8월 24일 22시,대구광역시 중구 남일동,중구,7,22,104,8
1305,2021082500100034,2021년 8월 25일 05시,대구광역시 수성구 범어동,수성구,6,5,29,6
1306,2021082500100149,2021년 8월 25일 10시,대구광역시 북구 읍내동,북구,4,10,91,14
1307,2021082500100173,2021년 8월 25일 11시,대구광역시 수성구 범어동,수성구,6,11,88,13
1308,2021082500100348,2021년 8월 25일 16시,대구광역시 동구 신천동,동구,3,16,159,26
1309,2021082500100383,2021년 8월 25일 17시,대구광역시 동구 불로동,동구,3,17,145,15
1310,2021082500100547,2021년 8월 25일 22시,대구광역시 북구 복현동,북구,4,22,104,17
1311,2021082500100548,2021년 8월 25일 22시,대구광역시 서구 비산동,서구,5,22,104,10
1312,2021082500100549,2021년 8월 25일 22시,대구광역시 중구 공평동,중구,7,22,104,8
1313,2021082500100550,2021년 8월 25일 22시,대구광역시 달서구 용산동,달서구,1,22,104,24
1314,2021082500100551,2021년 8월 25일 22시,대구광역시 북구 관음동,북구,4,22,104,17
1315,2021082600100133,2021년 8월 26일 09시,대구광역시 동구 신천동,동구,3,9,92,12
1316,2021082600100160,2021년 8월 26일 10시,대구광역시 수성구 중동,수성구,6,10,91,20
1317,2021082600100257,2021년 8월 26일 13시,대구광역시 동구 방촌동,동구,3,13,101,19
1318,2021082600100299,2021년 8월 26일 14시,대구광역시 수성구 수성동1가,수성구,6,14,127,18
1319,2021082600100513,2021년 8월 26일 20시,대구광역시 수성구 황금동,수성구,6,20,133,25
1320,2021082600100544,2021년 8월 26일 21시,대구광역시 북구 산격동,북구,4,21,118,14
1321,2021082700100131,2021년 8월 27일 10시,대구광역시 동구 용계동,동구,3,10,91,10
1322,2021082700100337,2021년 8월 27일 16시,대구광역시 중구 공평동,중구,7,16,159,12
1323,2021082700100338,2021년 8월 27일 16시,대구광역시 달서구 이곡동,달서구,1,16,159,42
1324,2021082700100339,2021년 8월 27일 16시,대구광역시 달서구 두류동,달서구,1,16,159,42
1325,2021082700100378,2021년 8월 27일 17시,대구광역시 북구 읍내동,북구,4,17,145,27
1326,2021082700100425,2021년 8월 27일 18시,대구광역시 남구 대명동,남구,0,18,177,11
1327,2021082700100548,2021년 8월 27일 21시,대구광역시 수성구 신매동,수성구,6,21,118,20
1328,2021082700100595,2021년 8월 27일 23시,대구광역시 중구 대신동,중구,7,23,54,8
1329,2021082800100086,2021년 8월 28일 09시,대구광역시 북구 복현동,북구,4,9,92,17
1330,2021082800100225,2021년 8월 28일 13시,대구광역시 수성구 범어동,수성구,6,13,101,15
1331,2021082800100342,2021년 8월 28일 16시,대구광역시 북구 노원동1가,북구,4,16,159,19
1332,2021082800100403,2021년 8월 28일 18시,대구광역시 동구 효목동,동구,3,18,177,20
