,사고번호,사고일시,시군구,구,구변수,시간,시간별사고(전체),시간별사고(구)
454,2021032900100149,2021년 3월 29일 09시,대구광역시 수성구 지산동,수성구,6,9,92,13
455,2021032900100189,2021년 3월 29일 10시,대구광역시 수성구 지산동,수성구,6,10,91,20
456,2021032900100190,2021년 3월 29일 10시,대구광역시 수성구 지산동,수성구,6,10,91,20
457,2021032900100232,2021년 3월 29일 11시,대구광역시 달서구 월암동,달서구,1,11,88,17
458,2021032900100264,2021년 3월 29일 12시,대구광역시 수성구 범어동,수성구,6,12,104,24
459,2021032900100364,2021년 3월 29일 15시,대구광역시 달성군 다사읍,달성군,2,15,152,7
460,2021032900100482,2021년 3월 29일 18시,대구광역시 달서구 본동,달서구,1,18,177,47
461,2021032900100583,2021년 3월 29일 22시,대구광역시 동구 효목동,동구,3,22,104,13
462,2021032900100585,2021년 3월 29일 22시,대구광역시 중구 삼덕동1가,중구,7,22,104,8
463,2021033000100075,2021년 3월 30일 07시,대구광역시 남구 대명동,남구,0,7,47,5
464,2021033000100076,2021년 3월 30일 07시,대구광역시 수성구 범물동,수성구,6,7,47,8
465,2021033000100077,2021년 3월 30일 07시,대구광역시 달성군 다사읍,달성군,2,7,47,1
466,2021033000100184,2021년 3월 30일 10시,대구광역시 달성군 다사읍,달성군,2,10,91,5
467,2021033000100352,2021년 3월 30일 15시,대구광역시 서구 내당동,서구,5,15,152,12
468,2021033000100487,2021년 3월 30일 18시,대구광역시 동구 각산동,동구,3,18,177,20
469,2021033000100538,2021년 3월 30일 19시,대구광역시 북구 산격동,북구,4,19,142,28
470,2021033100100025,2021년 3월 31일 02시,대구광역시 달서구 두류동,달서구,1,2,19,4
471,2021033100100047,2021년 3월 31일 06시,대구광역시 달서구 진천동,달서구,1,6,43,9
472,2021033100100261,2021년 3월 31일 13시,대구광역시 동구 신천동,동구,3,13,101,19
473,2021033100100291,2021년 3월 31일 14시,대구광역시 달서구 용산동,달서구,1,14,127,34
474,2021033100100373,2021년 3월 31일 16시,대구광역시 수성구 만촌동,수성구,6,16,159,30
475,2021033100100377,2021년 3월 31일 16시,대구광역시 북구 동천동,북구,4,16,159,19
476,2021033100100420,2021년 3월 31일 17시,대구광역시 달서구 송현동,달서구,1,17,145,38
477,2021033100100474,2021년 3월 31일 18시,대구광역시 달서구 이곡동,달서구,1,18,177,47
478,2021033100100517,2021년 3월 31일 19시,대구광역시 달성군 다사읍,달성군,2,19,142,13
479,2021040100100101,2021년 4월 1일 08시,대구광역시 수성구 지산동,수성구,6,8,81,14
480,2021040100100543,2021년 4월 1일 19시,대구광역시 달성군 논공읍,달성군,2,19,142,13
481,2021040200100237,2021년 4월 2일 12시,대구광역시 서구 비산동,서구,5,12,104,11
482,2021040200100238,2021년 4월 2일 12시,대구광역시 북구 태전동,북구,4,12,104,13
483,2021040200100384,2021년 4월 2일 16시,대구광역시 동구 방촌동,동구,3,16,159,26
484,2021040200100387,2021년 4월 2일 16시,대구광역시 수성구 범어동,수성구,6,16,159,30
485,2021040200100389,2021년 4월 2일 16시,대구광역시 달서구 월성동,달서구,1,16,159,42
486,2021040200100423,2021년 4월 2일 17시,대구광역시 남구 대명동,남구,0,17,145,12
487,2021040200100425,2021년 4월 2일 17시,대구광역시 수성구 황금동,수성구,6,17,145,28
488,2021040200100644,2021년 4월 2일 23시,대구광역시 달서구 신당동,달서구,1,23,54,16
489,2021040300100040,2021년 4월 3일 03시,대구광역시 북구 노원동3가,북구,4,3,11,3
490,2021040300100123,2021년 4월 3일 10시,대구광역시 북구 산격동,북구,4,10,91,14
491,2021040400100047,2021년 4월 4일 05시,대구광역시 수성구 황금동,수성구,6,5,29,6
492,2021040400100055,2021년 4월 4일 07시,대구광역시 수성구 두산동,수성구,6,7,47,8
493,2021040400100343,2021년 4월 4일 19시,대구광역시 동구 봉무동,동구,3,19,142,19
494,2021040500100013,2021년 4월 5일 01시,대구광역시 중구 삼덕동1가,중구,7,1,35,5
495,2021040500100079,2021년 4월 5일 07시,대구광역시 북구 칠성동1가,북구,4,7,47,9
496,2021040500100117,2021년 4월 5일 08시,대구광역시 남구 대명동,남구,0,8,81,11
497,2021040500100119,2021년 4월 5일 08시,대구광역시 달서구 진천동,달서구,1,8,81,25
498,2021040500100226,2021년 4월 5일 11시,대구광역시 수성구 만촌동,수성구,6,11,88,13
499,2021040500100227,2021년 4월 5일 11시,대구광역시 수성구 황금동,수성구,6,11,88,13
500,2021040500100293,2021년 4월 5일 13시,대구광역시 북구 국우동,북구,4,13,101,21
501,2021040500100425,2021년 4월 5일 16시,대구광역시 북구 동천동,북구,4,16,159,19
502,2021040500100524,2021년 4월 5일 18시,대구광역시 수성구 지산동,수성구,6,18,177,28
503,2021040600100059,2021년 4월 6일 07시,대구광역시 수성구 매호동,수성구,6,7,47,8
504,2021040600100094,2021년 4월 6일 08시,대구광역시 서구 중리동,서구,5,8,81,10
505,2021040600100272,2021년 4월 6일 14시,대구광역시 남구 대명동,남구,0,14,127,9
506,2021040600100275,2021년 4월 6일 14시,대구광역시 달서구 본리동,달서구,1,14,127,34
507,2021040600100482,2021년 4월 6일 19시,대구광역시 달성군 다사읍,달성군,2,19,142,13
508,2021040600100562,2021년 4월 6일 22시,대구광역시 수성구 신매동,수성구,6,22,104,20
509,2021040700100168,2021년 4월 7일 10시,대구광역시 달서구 성당동,달서구,1,10,91,23
510,2021040700100199,2021년 4월 7일 11시,대구광역시 달서구 신당동,달서구,1,11,88,17
511,2021040700100260,2021년 4월 7일 13시,대구광역시 북구 산격동,북구,4,13,101,21
512,2021040700100598,2021년 4월 7일 21시,대구광역시 달서구 송현동,달서구,1,21,118,42
513,2021040800100111,2021년 4월 8일 08시,대구광역시 서구 평리동,서구,5,8,81,10
514,2021040800100151,2021년 4월 8일 09시,대구광역시 동구 검사동,동구,3,9,92,12
515,2021040800100152,2021년 4월 8일 09시,대구광역시 중구 남산동,중구,7,9,92,4
516,2021040800100351,2021년 4월 8일 15시,대구광역시 수성구 지산동,수성구,6,15,152,26
517,2021040800100354,2021년 4월 8일 15시,대구광역시 북구 노원동3가,북구,4,15,152,22
518,2021040800100396,2021년 4월 8일 16시,대구광역시 동구 율하동,동구,3,16,159,26
519,2021040800100447,2021년 4월 8일 17시,대구광역시 달성군 옥포읍,달성군,2,17,145,7
520,2021040800100493,2021년 4월 8일 18시,대구광역시 중구 계산동2가,중구,7,18,177,20
521,2021040800100591,2021년 4월 8일 21시,대구광역시 중구 동성로3가,중구,7,21,118,11
522,2021040900100136,2021년 4월 9일 09시,대구광역시 달서구 감삼동,달서구,1,9,92,26
523,2021040900100208,2021년 4월 9일 11시,대구광역시 서구 중리동,서구,5,11,88,7
524,2021040900100244,2021년 4월 9일 12시,대구광역시 수성구 황금동,수성구,6,12,104,24
525,2021040900100245,2021년 4월 9일 12시,대구광역시 수성구 범어동,수성구,6,12,104,24
526,2021040900100346,2021년 4월 9일 15시,대구광역시 수성구 황금동,수성구,6,15,152,26
527,2021040900100393,2021년 4월 9일 16시,대구광역시 서구 중리동,서구,5,16,159,10
528,2021040900100498,2021년 4월 9일 18시,대구광역시 북구 서변동,북구,4,18,177,28
529,2021040900100599,2021년 4월 9일 21시,대구광역시 동구 서호동,동구,3,21,118,11
530,2021041000100102,2021년 4월 10일 09시,대구광역시 달서구 용산동,달서구,1,9,92,26
531,2021041000100223,2021년 4월 10일 12시,대구광역시 수성구 만촌동,수성구,6,12,104,24
532,2021041000100476,2021년 4월 10일 18시,대구광역시 동구 효목동,동구,3,18,177,20
533,2021041000100477,2021년 4월 10일 18시,대구광역시 수성구 황금동,수성구,6,18,177,28
534,2021041000100565,2021년 4월 10일 21시,대구광역시 북구 읍내동,북구,4,21,118,14
535,2021041000100610,2021년 4월 10일 23시,대구광역시 달성군 다사읍,달성군,2,23,54,3
536,2021041000100612,2021년 4월 10일 23시,대구광역시 북구 고성동3가,북구,4,23,54,8
537,2021041100100028,2021년 4월 11일 02시,대구광역시 중구 삼덕동1가,중구,7,2,19,4
538,2021041100100041,2021년 4월 11일 05시,대구광역시 중구 삼덕동1가,중구,7,5,29,5
539,2021041100100312,2021년 4월 11일 16시,대구광역시 달서구 감삼동,달서구,1,16,159,42
540,2021041100100414,2021년 4월 11일 19시,대구광역시 동구 입석동,동구,3,19,142,19
541,2021041100100445,2021년 4월 11일 20시,대구광역시 북구 매천동,북구,4,20,133,12
542,2021041100100471,2021년 4월 11일 21시,대구광역시 남구 대명동,남구,0,21,118,4
543,2021041100100489,2021년 4월 11일 22시,대구광역시 북구 산격동,북구,4,22,104,17
544,2021041200100121,2021년 4월 12일 09시,대구광역시 서구 평리동,서구,5,9,92,8
545,2021041200100319,2021년 4월 12일 15시,대구광역시 달서구 갈산동,달서구,1,15,152,28
546,2021041200100486,2021년 4월 12일 19시,대구광역시 달서구 상인동,달서구,1,19,142,38
547,2021041200100574,2021년 4월 12일 21시,대구광역시 동구 방촌동,동구,3,21,118,11
548,2021041300100014,2021년 4월 13일 00시,대구광역시 달서구 감삼동,달서구,1,0,46,15
549,2021041300100168,2021년 4월 13일 10시,대구광역시 달서구 상인동,달서구,1,10,91,23
550,2021041300100331,2021년 4월 13일 15시,대구광역시 수성구 황금동,수성구,6,15,152,26
551,2021041300100333,2021년 4월 13일 15시,대구광역시 달서구 성당동,달서구,1,15,152,28
552,2021041300100378,2021년 4월 13일 16시,대구광역시 달서구 상인동,달서구,1,16,159,42
553,2021041300100427,2021년 4월 13일 17시,대구광역시 동구 신기동,동구,3,17,145,15
554,2021041300100430,2021년 4월 13일 17시,대구광역시 달서구 용산동,달서구,1,17,145,38
555,2021041300100476,2021년 4월 13일 18시,대구광역시 달서구 성당동,달서구,1,18,177,47
556,2021041300100518,2021년 4월 13일 19시,대구광역시 수성구 만촌동,수성구,6,19,142,23
557,2021041300100621,2021년 4월 13일 23시,대구광역시 수성구 만촌동,수성구,6,23,54,12
558,2021041400100086,2021년 4월 14일 08시,대구광역시 달서구 용산동,달서구,1,8,81,25
559,2021041400100340,2021년 4월 14일 16시,대구광역시 달서구 유천동,달서구,1,16,159,42
560,2021041400100386,2021년 4월 14일 17시,대구광역시 북구 침산동,북구,4,17,145,27
561,2021041400100468,2021년 4월 14일 19시,대구광역시 동구 신암동,동구,3,19,142,19
562,2021041400100470,2021년 4월 14일 19시,대구광역시 수성구 범어동,수성구,6,19,142,23
563,2021041500100255,2021년 4월 15일 13시,대구광역시 북구 칠성동1가,북구,4,13,101,21
564,2021041500100256,2021년 4월 15일 13시,대구광역시 서구 내당동,서구,5,13,101,8
565,2021041500100287,2021년 4월 15일 14시,대구광역시 북구 학정동,북구,4,14,127,21
566,2021041500100320,2021년 4월 15일 15시,대구광역시 북구 태전동,북구,4,15,152,22
567,2021041500100405,2021년 4월 15일 17시,대구광역시 수성구 시지동,수성구,6,17,145,28
568,2021041600100297,2021년 4월 16일 15시,대구광역시 동구 방촌동,동구,3,15,152,22
569,2021041600100298,2021년 4월 16일 15시,대구광역시 달서구 진천동,달서구,1,15,152,28
570,2021041600100343,2021년 4월 16일 16시,대구광역시 중구 공평동,중구,7,16,159,12
571,2021041600100528,2021년 4월 16일 21시,대구광역시 달서구 월성동,달서구,1,21,118,42
572,2021041700100059,2021년 4월 17일 06시,대구광역시 중구 삼덕동1가,중구,7,6,43,4
573,2021041700100113,2021년 4월 17일 09시,대구광역시 북구 태전동,북구,4,9,92,17
574,2021041700100306,2021년 4월 17일 14시,대구광역시 서구 비산동,서구,5,14,127,13
575,2021041700100471,2021년 4월 17일 18시,대구광역시 달성군 현풍읍,달성군,2,18,177,10
576,2021041700100501,2021년 4월 17일 19시,대구광역시 달서구 신당동,달서구,1,19,142,38
577,2021041800100278,2021년 4월 18일 17시,대구광역시 달성군 하빈면,달성군,2,17,145,7
578,2021041800100361,2021년 4월 18일 20시,대구광역시 남구 대명동,남구,0,20,133,11
579,2021041900100106,2021년 4월 19일 08시,대구광역시 남구 대명동,남구,0,8,81,11
580,2021041900100298,2021년 4월 19일 14시,대구광역시 달서구 상인동,달서구,1,14,127,34
581,2021041900100299,2021년 4월 19일 14시,대구광역시 서구 평리동,서구,5,14,127,13
582,2021041900100336,2021년 4월 19일 15시,대구광역시 달서구 대곡동,달서구,1,15,152,28
583,2021041900100384,2021년 4월 19일 16시,대구광역시 달서구 성당동,달서구,1,16,159,42
584,2021041900100487,2021년 4월 19일 19시,대구광역시 수성구 두산동,수성구,6,19,142,23
585,2021041900100572,2021년 4월 19일 22시,대구광역시 북구 노원동2가,북구,4,22,104,17
586,2021042000100016,2021년 4월 20일 02시,대구광역시 서구 평리동,서구,5,2,19,2
587,2021042000100288,2021년 4월 20일 13시,대구광역시 남구 대명동,남구,0,13,101,7
588,2021042000100553,2021년 4월 20일 20시,대구광역시 수성구 중동,수성구,6,20,133,25
589,2021042100100006,2021년 4월 21일 00시,대구광역시 중구 삼덕동1가,중구,7,0,46,9
590,2021042100100100,2021년 4월 21일 08시,대구광역시 수성구 만촌동,수성구,6,8,81,14
591,2021042100100104,2021년 4월 21일 08시,대구광역시 달서구 본리동,달서구,1,8,81,25
592,2021042100100306,2021년 4월 21일 14시,대구광역시 서구 내당동,서구,5,14,127,13
593,2021042100100392,2021년 4월 21일 16시,대구광역시 남구 봉덕동,남구,0,16,159,11
594,2021042100100439,2021년 4월 21일 17시,대구광역시 동구 서호동,동구,3,17,145,15
595,2021042100100440,2021년 4월 21일 17시,대구광역시 수성구 범물동,수성구,6,17,145,28
596,2021042100100490,2021년 4월 21일 18시,대구광역시 달서구 대곡동,달서구,1,18,177,47
597,2021042200100018,2021년 4월 22일 01시,대구광역시 북구 매천동,북구,4,1,35,5
598,2021042200100339,2021년 4월 22일 15시,대구광역시 중구 남일동,중구,7,15,152,19
599,2021042200100372,2021년 4월 22일 16시,대구광역시 북구 고성동3가,북구,4,16,159,19
600,2021042200100404,2021년 4월 22일 17시,대구광역시 북구 산격동,북구,4,17,145,27
601,2021042300100016,2021년 4월 23일 01시,대구광역시 수성구 만촌동,수성구,6,1,35,9
602,2021042300100058,2021년 4월 23일 07시,대구광역시 달서구 파호동,달서구,1,7,47,15
603,2021042300100362,2021년 4월 23일 15시,대구광역시 달서구 진천동,달서구,1,15,152,28
604,2021042300100408,2021년 4월 23일 16시,대구광역시 북구 산격동,북구,4,16,159,19
605,2021042300100447,2021년 4월 23일 17시,대구광역시 동구 율하동,동구,3,17,145,15
606,2021042300100576,2021년 4월 23일 20시,대구광역시 서구 평리동,서구,5,20,133,14
607,2021042300100625,2021년 4월 23일 22시,대구광역시 달서구 송현동,달서구,1,22,104,24
608,2021042400100107,2021년 4월 24일 09시,대구광역시 북구 서변동,북구,4,9,92,17
609,2021042400100591,2021년 4월 24일 22시,대구광역시 서구 평리동,서구,5,22,104,10
610,2021042500100018,2021년 4월 25일 01시,대구광역시 남구 대명동,남구,0,1,35,1
611,2021042500100125,2021년 4월 25일 11시,대구광역시 북구 매천동,북구,4,11,88,21
612,2021042500100162,2021년 4월 25일 12시,대구광역시 수성구 범어동,수성구,6,12,104,24
613,2021042500100240,2021년 4월 25일 14시,대구광역시 달성군 현풍읍,달성군,2,14,127,8
614,2021042500100320,2021년 4월 25일 16시,대구광역시 남구 대명동,남구,0,16,159,11
615,2021042600100282,2021년 4월 26일 13시,대구광역시 북구 칠성동2가,북구,4,13,101,21
616,2021042600100358,2021년 4월 26일 15시,대구광역시 동구 봉무동,동구,3,15,152,22
617,2021042600100408,2021년 4월 26일 16시,대구광역시 달서구 송현동,달서구,1,16,159,42
618,2021042600100411,2021년 4월 26일 16시,대구광역시 서구 내당동,서구,5,16,159,10
619,2021042600100490,2021년 4월 26일 18시,대구광역시 서구 비산동,서구,5,18,177,13
620,2021042600100560,2021년 4월 26일 20시,대구광역시 달서구 진천동,달서구,1,20,133,39
621,2021042700100033,2021년 4월 27일 05시,대구광역시 달서구 송현동,달서구,1,5,29,7
622,2021042700100217,2021년 4월 27일 12시,대구광역시 서구 비산동,서구,5,12,104,11
623,2021042700100440,2021년 4월 27일 18시,대구광역시 동구 방촌동,동구,3,18,177,20
624,2021042700100546,2021년 4월 27일 21시,대구광역시 수성구 수성동2가,수성구,6,21,118,20
625,2021042700100592,2021년 4월 27일 23시,대구광역시 수성구 황금동,수성구,6,23,54,12
626,2021042800100052,2021년 4월 28일 06시,대구광역시 달서구 용산동,달서구,1,6,43,9
627,2021042800100112,2021년 4월 28일 08시,대구광역시 북구 노원동3가,북구,4,8,81,6
628,2021042800100348,2021년 4월 28일 16시,대구광역시 동구 신암동,동구,3,16,159,26
629,2021042800100492,2021년 4월 28일 20시,대구광역시 동구 입석동,동구,3,20,133,17
630,2021042800100556,2021년 4월 28일 22시,대구광역시 수성구 지산동,수성구,6,22,104,20
631,2021042900100129,2021년 4월 29일 09시,대구광역시 동구 율하동,동구,3,9,92,12
632,2021042900100330,2021년 4월 29일 15시,대구광역시 동구 신서동,동구,3,15,152,22
633,2021042900100612,2021년 4월 29일 22시,대구광역시 북구 복현동,북구,4,22,104,17
634,2021043000100112,2021년 4월 30일 08시,대구광역시 달성군 유가읍,달성군,2,8,81,7
635,2021043000100248,2021년 4월 30일 12시,대구광역시 달서구 진천동,달서구,1,12,104,22
636,2021043000100280,2021년 4월 30일 13시,대구광역시 수성구 황금동,수성구,6,13,101,15
637,2021043000100282,2021년 4월 30일 13시,대구광역시 달서구 감삼동,달서구,1,13,101,26
638,2021043000100283,2021년 4월 30일 13시,대구광역시 북구 태전동,북구,4,13,101,21
639,2021043000100284,2021년 4월 30일 13시,대구광역시 북구 동변동,북구,4,13,101,21
640,2021043000100360,2021년 4월 30일 15시,대구광역시 북구 산격동,북구,4,15,152,22
641,2021043000100396,2021년 4월 30일 16시,대구광역시 동구 신암동,동구,3,16,159,26
642,2021043000100399,2021년 4월 30일 16시,대구광역시 북구 동천동,북구,4,16,159,19
643,2021043000100458,2021년 4월 30일 17시,대구광역시 달서구 대천동,달서구,1,17,145,38
644,2021050100100034,2021년 5월 1일 02시,대구광역시 수성구 범어동,수성구,6,2,19,4
645,2021050100100046,2021년 5월 1일 03시,대구광역시 서구 내당동,서구,5,3,11,1
646,2021050100100554,2021년 5월 1일 23시,대구광역시 중구 삼덕동1가,중구,7,23,54,8
647,2021050200100040,2021년 5월 2일 04시,대구광역시 동구 신암동,동구,3,4,18,3
648,2021050200100141,2021년 5월 2일 11시,대구광역시 북구 서변동,북구,4,11,88,21
649,2021050200100369,2021년 5월 2일 18시,대구광역시 달성군 구지면,달성군,2,18,177,10
650,2021050200100413,2021년 5월 2일 20시,대구광역시 동구 봉무동,동구,3,20,133,17
651,2021050200100415,2021년 5월 2일 20시,대구광역시 달서구 이곡동,달서구,1,20,133,39
652,2021050300100026,2021년 5월 3일 05시,대구광역시 중구 삼덕동1가,중구,7,5,29,5
653,2021050300100070,2021년 5월 3일 07시,대구광역시 달서구 송현동,달서구,1,7,47,15
654,2021050300100102,2021년 5월 3일 08시,대구광역시 수성구 신매동,수성구,6,8,81,14
655,2021050300100104,2021년 5월 3일 08시,대구광역시 달성군 다사읍,달성군,2,8,81,7
656,2021050300100179,2021년 5월 3일 10시,대구광역시 동구 효목동,동구,3,10,91,10
657,2021050300100183,2021년 5월 3일 10시,대구광역시 달서구 신당동,달서구,1,10,91,23
658,2021050300100226,2021년 5월 3일 11시,대구광역시 북구 산격동,북구,4,11,88,21
659,2021050300100263,2021년 5월 3일 12시,대구광역시 달서구 이곡동,달서구,1,12,104,22
660,2021050300100308,2021년 5월 3일 13시,대구광역시 동구 효목동,동구,3,13,101,19
661,2021050300100343,2021년 5월 3일 14시,대구광역시 수성구 지산동,수성구,6,14,127,18
662,2021050300100344,2021년 5월 3일 14시,대구광역시 수성구 신매동,수성구,6,14,127,18
663,2021050300100472,2021년 5월 3일 17시,대구광역시 동구 효목동,동구,3,17,145,15
664,2021050300100554,2021년 5월 3일 19시,대구광역시 중구 삼덕동3가,중구,7,19,142,3
665,2021050300100610,2021년 5월 3일 21시,대구광역시 서구 내당동,서구,5,21,118,11
666,2021050300100639,2021년 5월 3일 22시,대구광역시 수성구 매호동,수성구,6,22,104,20
667,2021050300100640,2021년 5월 3일 22시,대구광역시 서구 내당동,서구,5,22,104,10
668,2021050400100040,2021년 5월 4일 06시,대구광역시 동구 금강동,동구,3,6,43,2
669,2021050400100194,2021년 5월 4일 12시,대구광역시 동구 신천동,동구,3,12,104,12
670,2021050400100230,2021년 5월 4일 13시,대구광역시 북구 산격동,북구,4,13,101,21
671,2021050400100351,2021년 5월 4일 16시,대구광역시 남구 봉덕동,남구,0,16,159,11
672,2021050400100397,2021년 5월 4일 17시,대구광역시 북구 노원동2가,북구,4,17,145,27
673,2021050400100438,2021년 5월 4일 18시,대구광역시 서구 내당동,서구,5,18,177,13
674,2021050400100504,2021년 5월 4일 19시,대구광역시 수성구 두산동,수성구,6,19,142,23
675,2021050400100508,2021년 5월 4일 19시,대구광역시 북구 학정동,북구,4,19,142,28
676,2021050400100563,2021년 5월 4일 20시,대구광역시 달서구 월암동,달서구,1,20,133,39
677,2021050400100616,2021년 5월 4일 21시,대구광역시 동구 불로동,동구,3,21,118,11
678,2021050400100710,2021년 5월 4일 23시,대구광역시 달서구 송현동,달서구,1,23,54,16
679,2021050400100711,2021년 5월 4일 23시,대구광역시 달서구 죽전동,달서구,1,23,54,16
680,2021050400100712,2021년 5월 4일 23시,대구광역시 달서구 죽전동,달서구,1,23,54,16
681,2021050500100045,2021년 5월 5일 03시,대구광역시 북구 칠성동2가,북구,4,3,11,3
682,2021050500100067,2021년 5월 5일 07시,대구광역시 북구 태전동,북구,4,7,47,9
683,2021050500100290,2021년 5월 5일 14시,대구광역시 남구 대명동,남구,0,14,127,9
684,2021050500100291,2021년 5월 5일 14시,대구광역시 달서구 진천동,달서구,1,14,127,34
685,2021050500100328,2021년 5월 5일 15시,대구광역시 남구 봉덕동,남구,0,15,152,16
686,2021050500100330,2021년 5월 5일 15시,대구광역시 중구 공평동,중구,7,15,152,19
687,2021050500100369,2021년 5월 5일 16시,대구광역시 달성군 다사읍,달성군,2,16,159,9
688,2021050500100370,2021년 5월 5일 16시,대구광역시 서구 비산동,서구,5,16,159,10
689,2021050500100483,2021년 5월 5일 19시,대구광역시 달서구 진천동,달서구,1,19,142,38
690,2021050500100539,2021년 5월 5일 21시,대구광역시 달서구 이곡동,달서구,1,21,118,42
691,2021050600100119,2021년 5월 6일 09시,대구광역시 달서구 이곡동,달서구,1,9,92,26
692,2021050600100320,2021년 5월 6일 15시,대구광역시 동구 신암동,동구,3,15,152,22
693,2021050600100321,2021년 5월 6일 15시,대구광역시 달서구 월성동,달서구,1,15,152,28
694,2021050600100389,2021년 5월 6일 17시,대구광역시 수성구 두산동,수성구,6,17,145,28
695,2021050600100390,2021년 5월 6일 17시,대구광역시 수성구 황금동,수성구,6,17,145,28
696,2021050600100435,2021년 5월 6일 18시,대구광역시 동구 동호동,동구,3,18,177,20
697,2021050600100473,2021년 5월 6일 19시,대구광역시 달서구 신당동,달서구,1,19,142,38
698,2021050700100183,2021년 5월 7일 11시,대구광역시 북구 칠성동1가,북구,4,11,88,21
699,2021050700100300,2021년 5월 7일 14시,대구광역시 달서구 이곡동,달서구,1,14,127,34
700,2021050800100058,2021년 5월 8일 06시,대구광역시 북구 노원동3가,북구,4,6,43,8
701,2021050800100415,2021년 5월 8일 16시,대구광역시 달서구 본리동,달서구,1,16,159,42
702,2021050800100554,2021년 5월 8일 20시,대구광역시 달서구 도원동,달서구,1,20,133,39
703,2021050900100007,2021년 5월 9일 00시,대구광역시 중구 삼덕동1가,중구,7,0,46,9
704,2021050900100061,2021년 5월 9일 08시,대구광역시 동구 지묘동,동구,3,8,81,8
705,2021050900100108,2021년 5월 9일 10시,대구광역시 남구 대명동,남구,0,10,91,7
706,2021050900100209,2021년 5월 9일 13시,대구광역시 북구 산격동,북구,4,13,101,21
707,2021050900100246,2021년 5월 9일 14시,대구광역시 서구 비산동,서구,5,14,127,13
708,2021050900100318,2021년 5월 9일 16시,대구광역시 동구 괴전동,동구,3,16,159,26
709,2021050900100507,2021년 5월 9일 23시,대구광역시 남구 대명동,남구,0,23,54,1
710,2021051000100139,2021년 5월 10일 10시,대구광역시 동구 용계동,동구,3,10,91,10
711,2021051000100200,2021년 5월 10일 12시,대구광역시 달서구 용산동,달서구,1,12,104,22
712,2021051000100317,2021년 5월 10일 15시,대구광역시 서구 내당동,서구,5,15,152,12
713,2021051000100450,2021년 5월 10일 19시,대구광역시 수성구 수성동4가,수성구,6,19,142,23
714,2021051000100493,2021년 5월 10일 20시,대구광역시 수성구 황금동,수성구,6,20,133,25
715,2021051000100495,2021년 5월 10일 20시,대구광역시 서구 비산동,서구,5,20,133,14
716,2021051000100525,2021년 5월 10일 21시,대구광역시 북구 읍내동,북구,4,21,118,14
717,2021051100100231,2021년 5월 11일 11시,대구광역시 동구 신암동,동구,3,11,88,13
718,2021051100100515,2021년 5월 11일 18시,대구광역시 동구 불로동,동구,3,18,177,20
719,2021051200100021,2021년 5월 12일 03시,대구광역시 동구 신천동,동구,3,3,11,2
720,2021051200100092,2021년 5월 12일 08시,대구광역시 달서구 상인동,달서구,1,8,81,25
721,2021051200100094,2021년 5월 12일 08시,대구광역시 달서구 감삼동,달서구,1,8,81,25
722,2021051200100124,2021년 5월 12일 09시,대구광역시 동구 신암동,동구,3,9,92,12
723,2021051200100161,2021년 5월 12일 10시,대구광역시 달서구 본동,달서구,1,10,91,23
724,2021051200100493,2021년 5월 12일 18시,대구광역시 수성구 지산동,수성구,6,18,177,28
725,2021051200100618,2021년 5월 12일 23시,대구광역시 달서구 송현동,달서구,1,23,54,16
726,2021051300100005,2021년 5월 13일 00시,대구광역시 남구 봉덕동,남구,0,0,46,3
727,2021051300100015,2021년 5월 13일 02시,대구광역시 수성구 황금동,수성구,6,2,19,4
728,2021051300100109,2021년 5월 13일 08시,대구광역시 남구 대명동,남구,0,8,81,11
729,2021051300100110,2021년 5월 13일 08시,대구광역시 남구 봉덕동,남구,0,8,81,11
730,2021051300100238,2021년 5월 13일 12시,대구광역시 달성군 화원읍,달성군,2,12,104,4
731,2021051300100277,2021년 5월 13일 13시,대구광역시 남구 봉덕동,남구,0,13,101,7
732,2021051300100278,2021년 5월 13일 13시,대구광역시 서구 비산동,서구,5,13,101,8
733,2021051300100323,2021년 5월 13일 14시,대구광역시 북구 침산동,북구,4,14,127,21
734,2021051300100396,2021년 5월 13일 16시,대구광역시 북구 노원동1가,북구,4,16,159,19
735,2021051300100397,2021년 5월 13일 16시,대구광역시 달서구 용산동,달서구,1,16,159,42
736,2021051300100494,2021년 5월 13일 18시,대구광역시 수성구 만촌동,수성구,6,18,177,28
737,2021051300100529,2021년 5월 13일 19시,대구광역시 북구 태전동,북구,4,19,142,28
738,2021051300100565,2021년 5월 13일 20시,대구광역시 달서구 감삼동,달서구,1,20,133,39
739,2021051400100011,2021년 5월 14일 00시,대구광역시 서구 내당동,서구,5,0,46,3
740,2021051400100252,2021년 5월 14일 12시,대구광역시 달성군 옥포읍,달성군,2,12,104,4
741,2021051400100253,2021년 5월 14일 12시,대구광역시 달서구 죽전동,달서구,1,12,104,22
742,2021051400100328,2021년 5월 14일 14시,대구광역시 동구 지저동,동구,3,14,127,17
743,2021051400100331,2021년 5월 14일 14시,대구광역시 북구 국우동,북구,4,14,127,21
744,2021051400100377,2021년 5월 14일 15시,대구광역시 북구 고성동2가,북구,4,15,152,22
745,2021051400100434,2021년 5월 14일 16시,대구광역시 서구 중리동,서구,5,16,159,10
746,2021051400100436,2021년 5월 14일 16시,대구광역시 북구 매천동,북구,4,16,159,19
747,2021051400100502,2021년 5월 14일 17시,대구광역시 중구 남산동,중구,7,17,145,6
