,사고번호,사고일시,시군구,구,lat,long
482,2021040300100123,2021년 4월 3일 10시,대구광역시 북구 산격동,북구,35.8969536,128.5951983
483,2021040400100047,2021년 4월 4일 05시,대구광역시 수성구 황금동,수성구,35.8405817,128.6168866
484,2021040400100055,2021년 4월 4일 07시,대구광역시 수성구 두산동,수성구,35.8381447,128.6211863
485,2021040400100343,2021년 4월 4일 19시,대구광역시 동구 봉무동,동구,35.925153,128.6411381
486,2021040500100013,2021년 4월 5일 01시,대구광역시 중구 삼덕동1가,중구,35.866342,128.5987625
487,2021040500100079,2021년 4월 5일 07시,대구광역시 북구 칠성동1가,북구,35.8761383,128.6047563
488,2021040500100117,2021년 4월 5일 08시,대구광역시 남구 대명동,남구,35.8470464,128.6027354
489,2021040500100119,2021년 4월 5일 08시,대구광역시 달서구 진천동,달서구,35.8148437,128.522277
490,2021040500100226,2021년 4월 5일 11시,대구광역시 수성구 만촌동,수성구,35.8698908,128.6324935
491,2021040500100227,2021년 4월 5일 11시,대구광역시 수성구 황금동,수성구,35.843817,128.6241818
492,2021040500100293,2021년 4월 5일 13시,대구광역시 북구 국우동,북구,35.9446461,128.5667542
493,2021040500100425,2021년 4월 5일 16시,대구광역시 북구 동천동,북구,35.9417909,128.561946
494,2021040500100524,2021년 4월 5일 18시,대구광역시 수성구 지산동,수성구,35.8202241,128.6311468
495,2021040600100059,2021년 4월 6일 07시,대구광역시 수성구 매호동,수성구,35.8410018,128.7066887
496,2021040600100094,2021년 4월 6일 08시,대구광역시 서구 중리동,서구,35.8658855,128.5431987
497,2021040600100272,2021년 4월 6일 14시,대구광역시 남구 대명동,남구,35.8449727,128.6027854
498,2021040600100275,2021년 4월 6일 14시,대구광역시 달서구 본리동,달서구,35.8412866,128.530703
499,2021040600100482,2021년 4월 6일 19시,대구광역시 달성군 다사읍,달성군,35.8692579,128.4903181
500,2021040600100562,2021년 4월 6일 22시,대구광역시 수성구 신매동,수성구,35.8402914,128.7075772
501,2021040700100168,2021년 4월 7일 10시,대구광역시 달서구 성당동,달서구,35.8396708,128.5564239
502,2021040700100199,2021년 4월 7일 11시,대구광역시 달서구 신당동,달서구,35.8586272,128.4918899
503,2021040700100260,2021년 4월 7일 13시,대구광역시 북구 산격동,북구,35.8993753,128.6105198
504,2021040700100598,2021년 4월 7일 21시,대구광역시 달서구 송현동,달서구,35.8224654,128.5487559
505,2021040800100111,2021년 4월 8일 08시,대구광역시 서구 평리동,서구,35.8718126,128.5639697
506,2021040800100151,2021년 4월 8일 09시,대구광역시 동구 검사동,동구,35.8875691,128.649916
507,2021040800100152,2021년 4월 8일 09시,대구광역시 중구 남산동,중구,35.8593428,128.5763403
508,2021040800100351,2021년 4월 8일 15시,대구광역시 수성구 지산동,수성구,35.8222387,128.6290096
509,2021040800100354,2021년 4월 8일 15시,대구광역시 북구 노원동3가,북구,35.8980212,128.5788876
510,2021040800100396,2021년 4월 8일 16시,대구광역시 동구 율하동,동구,35.8636811,128.6958328
511,2021040800100447,2021년 4월 8일 17시,대구광역시 달성군 옥포읍,달성군,35.7784785,128.4371481
512,2021040800100493,2021년 4월 8일 18시,대구광역시 중구 계산동2가,중구,35.8671571,128.5889729
513,2021040800100591,2021년 4월 8일 21시,대구광역시 중구 동성로3가,중구,35.867858,128.5936253
514,2021040900100136,2021년 4월 9일 09시,대구광역시 달서구 감삼동,달서구,35.8484026,128.5412334
515,2021040900100208,2021년 4월 9일 11시,대구광역시 서구 중리동,서구,35.8621072,128.5462227
516,2021040900100244,2021년 4월 9일 12시,대구광역시 수성구 황금동,수성구,35.8414131,128.6308031
517,2021040900100245,2021년 4월 9일 12시,대구광역시 수성구 범어동,수성구,35.8595782,128.6251854
518,2021040900100346,2021년 4월 9일 15시,대구광역시 수성구 황금동,수성구,35.8532977,128.6402468
519,2021040900100393,2021년 4월 9일 16시,대구광역시 서구 중리동,서구,35.8620025,128.5479244
520,2021040900100498,2021년 4월 9일 18시,대구광역시 북구 서변동,북구,35.9266212,128.5969202
521,2021040900100599,2021년 4월 9일 21시,대구광역시 동구 서호동,동구,35.8660993,128.7083741
522,2021041000100102,2021년 4월 10일 09시,대구광역시 달서구 용산동,달서구,35.8555334,128.5257856
523,2021041000100223,2021년 4월 10일 12시,대구광역시 수성구 만촌동,수성구,35.8747524,128.6419764
524,2021041000100476,2021년 4월 10일 18시,대구광역시 동구 효목동,동구,35.8863228,128.6392522
525,2021041000100477,2021년 4월 10일 18시,대구광역시 수성구 황금동,수성구,35.8471958,128.6203035
526,2021041000100565,2021년 4월 10일 21시,대구광역시 북구 읍내동,북구,35.946654,128.5520911
8,2021041000100610,2021년 4월 10일 23시,대구광역시 달성군 다사읍,,35.85507219,128.6039138
527,2021041000100612,2021년 4월 10일 23시,대구광역시 북구 고성동3가,북구,35.8833833,128.5868164
528,2021041100100028,2021년 4월 11일 02시,대구광역시 중구 삼덕동1가,중구,35.8677997,128.5984754
529,2021041100100041,2021년 4월 11일 05시,대구광역시 중구 삼덕동1가,중구,35.8667981,128.5998517
530,2021041100100312,2021년 4월 11일 16시,대구광역시 달서구 감삼동,달서구,35.8456543,128.534605
531,2021041100100414,2021년 4월 11일 19시,대구광역시 동구 입석동,동구,35.8890883,128.6439556
532,2021041100100445,2021년 4월 11일 20시,대구광역시 북구 매천동,북구,35.9046326,128.5409427
533,2021041100100471,2021년 4월 11일 21시,대구광역시 남구 대명동,남구,35.844993,128.6024854
534,2021041100100489,2021년 4월 11일 22시,대구광역시 북구 산격동,북구,35.8992618,128.6078968
535,2021041200100121,2021년 4월 12일 09시,대구광역시 서구 평리동,서구,35.8667461,128.5645833
536,2021041200100319,2021년 4월 12일 15시,대구광역시 달서구 갈산동,달서구,35.8424066,128.4999142
537,2021041200100486,2021년 4월 12일 19시,대구광역시 달서구 상인동,달서구,35.8155076,128.5338507
538,2021041200100574,2021년 4월 12일 21시,대구광역시 동구 방촌동,동구,35.8837294,128.6580802
539,2021041300100014,2021년 4월 13일 00시,대구광역시 달서구 감삼동,달서구,35.8472296,128.5373512
540,2021041300100168,2021년 4월 13일 10시,대구광역시 달서구 상인동,달서구,35.8149508,128.5438277
541,2021041300100331,2021년 4월 13일 15시,대구광역시 수성구 황금동,수성구,35.8442041,128.6241802
542,2021041300100333,2021년 4월 13일 15시,대구광역시 달서구 성당동,달서구,35.8452223,128.5468619
543,2021041300100378,2021년 4월 13일 16시,대구광역시 달서구 상인동,달서구,35.8156319,128.5467093
544,2021041300100427,2021년 4월 13일 17시,대구광역시 동구 신기동,동구,35.866112,128.7016127
545,2021041300100430,2021년 4월 13일 17시,대구광역시 달서구 용산동,달서구,35.8559075,128.5252776
546,2021041300100476,2021년 4월 13일 18시,대구광역시 달서구 성당동,달서구,35.8423648,128.5479787
547,2021041300100518,2021년 4월 13일 19시,대구광역시 수성구 만촌동,수성구,35.8551967,128.6514873
548,2021041300100621,2021년 4월 13일 23시,대구광역시 수성구 만촌동,수성구,35.8695122,128.6411687
549,2021041400100086,2021년 4월 14일 08시,대구광역시 달서구 용산동,달서구,35.8587534,128.5211363
550,2021041400100340,2021년 4월 14일 16시,대구광역시 달서구 유천동,달서구,35.8179148,128.5163434
551,2021041400100386,2021년 4월 14일 17시,대구광역시 북구 침산동,북구,35.886034,128.5948749
552,2021041400100468,2021년 4월 14일 19시,대구광역시 동구 신암동,동구,35.8821635,128.630788
553,2021041400100470,2021년 4월 14일 19시,대구광역시 수성구 범어동,수성구,35.8634937,128.6341276
554,2021041500100255,2021년 4월 15일 13시,대구광역시 북구 칠성동1가,북구,35.8763999,128.6035312
555,2021041500100256,2021년 4월 15일 13시,대구광역시 서구 내당동,서구,35.8641727,128.5701282
556,2021041500100287,2021년 4월 15일 14시,대구광역시 북구 학정동,북구,35.9528973,128.5654451
557,2021041500100320,2021년 4월 15일 15시,대구광역시 북구 태전동,북구,35.9315197,128.5444321
558,2021041500100405,2021년 4월 15일 17시,대구광역시 수성구 시지동,수성구,35.8442661,128.7015221
559,2021041600100297,2021년 4월 16일 15시,대구광역시 동구 방촌동,동구,35.8790894,128.6698209
560,2021041600100298,2021년 4월 16일 15시,대구광역시 달서구 진천동,달서구,35.8152945,128.5283373
561,2021041600100343,2021년 4월 16일 16시,대구광역시 중구 공평동,중구,35.8701838,128.5997325
562,2021041600100528,2021년 4월 16일 21시,대구광역시 달서구 월성동,달서구,35.8221573,128.520675
563,2021041700100059,2021년 4월 17일 06시,대구광역시 중구 삼덕동1가,중구,35.8669592,128.5989204
564,2021041700100113,2021년 4월 17일 09시,대구광역시 북구 태전동,북구,35.9161536,128.5506923
565,2021041700100306,2021년 4월 17일 14시,대구광역시 서구 비산동,서구,35.8850671,128.5735078
566,2021041700100471,2021년 4월 17일 18시,대구광역시 달성군 현풍읍,달성군,35.69869,128.4575926
567,2021041700100501,2021년 4월 17일 19시,대구광역시 달서구 신당동,달서구,35.8549171,128.4977048
568,2021041800100278,2021년 4월 18일 17시,대구광역시 달성군 하빈면,달성군,35.8788045,128.4011592
569,2021041800100361,2021년 4월 18일 20시,대구광역시 남구 대명동,남구,35.8442162,128.6039604
570,2021041900100106,2021년 4월 19일 08시,대구광역시 남구 대명동,남구,35.84196,128.604277
571,2021041900100298,2021년 4월 19일 14시,대구광역시 달서구 상인동,달서구,35.8130493,128.5339681
572,2021041900100299,2021년 4월 19일 14시,대구광역시 서구 평리동,서구,35.8794505,128.5654061
573,2021041900100336,2021년 4월 19일 15시,대구광역시 달서구 대곡동,달서구,35.8079907,128.5162121
574,2021041900100384,2021년 4월 19일 16시,대구광역시 달서구 성당동,달서구,35.8459608,128.5445179
575,2021041900100487,2021년 4월 19일 19시,대구광역시 수성구 두산동,수성구,35.8299116,128.6206585
576,2021041900100572,2021년 4월 19일 22시,대구광역시 북구 노원동2가,북구,35.8887166,128.5761699
577,2021042000100016,2021년 4월 20일 02시,대구광역시 서구 평리동,서구,35.8719496,128.5655313
578,2021042000100288,2021년 4월 20일 13시,대구광역시 남구 대명동,남구,35.8410548,128.6043854
579,2021042000100553,2021년 4월 20일 20시,대구광역시 수성구 중동,수성구,35.8414207,128.6078133
580,2021042100100006,2021년 4월 21일 00시,대구광역시 중구 삼덕동1가,중구,35.8670604,128.5995317
581,2021042100100100,2021년 4월 21일 08시,대구광역시 수성구 만촌동,수성구,35.8546331,128.6514337
582,2021042100100104,2021년 4월 21일 08시,대구광역시 달서구 본리동,달서구,35.8406974,128.5392944
583,2021042100100306,2021년 4월 21일 14시,대구광역시 서구 내당동,서구,35.8621684,128.5521181
584,2021042100100392,2021년 4월 21일 16시,대구광역시 남구 봉덕동,남구,35.8450781,128.6006595
585,2021042100100439,2021년 4월 21일 17시,대구광역시 동구 서호동,동구,35.870559,128.7086284
586,2021042100100440,2021년 4월 21일 17시,대구광역시 수성구 범물동,수성구,35.8195023,128.6413644
587,2021042100100490,2021년 4월 21일 18시,대구광역시 달서구 대곡동,달서구,35.8074229,128.5204455
588,2021042200100018,2021년 4월 22일 01시,대구광역시 북구 매천동,북구,35.9070085,128.5444467
589,2021042200100339,2021년 4월 22일 15시,대구광역시 중구 남일동,중구,35.8709358,128.59442
590,2021042200100372,2021년 4월 22일 16시,대구광역시 북구 고성동3가,북구,35.8829742,128.583323
591,2021042200100404,2021년 4월 22일 17시,대구광역시 북구 산격동,북구,35.8925558,128.6053228
592,2021042300100016,2021년 4월 23일 01시,대구광역시 수성구 만촌동,수성구,35.8746248,128.6417631
593,2021042300100058,2021년 4월 23일 07시,대구광역시 달서구 파호동,달서구,35.8530543,128.4744761
594,2021042300100362,2021년 4월 23일 15시,대구광역시 달서구 진천동,달서구,35.8113964,128.5217564
595,2021042300100408,2021년 4월 23일 16시,대구광역시 북구 산격동,북구,35.898067,128.6066514
596,2021042300100447,2021년 4월 23일 17시,대구광역시 동구 율하동,동구,35.8734018,128.6990119
597,2021042300100576,2021년 4월 23일 20시,대구광역시 서구 평리동,서구,35.8645611,128.5582607
598,2021042300100625,2021년 4월 23일 22시,대구광역시 달서구 송현동,달서구,35.821615,128.551396
599,2021042400100107,2021년 4월 24일 09시,대구광역시 북구 서변동,북구,35.9208839,128.5991278
600,2021042400100591,2021년 4월 24일 22시,대구광역시 서구 평리동,서구,35.8793329,128.5655638
601,2021042500100018,2021년 4월 25일 01시,대구광역시 남구 대명동,남구,35.8447484,128.6006087
602,2021042500100125,2021년 4월 25일 11시,대구광역시 북구 매천동,북구,35.9077882,128.5416122
603,2021042500100162,2021년 4월 25일 12시,대구광역시 수성구 범어동,수성구,35.8590028,128.6313565
604,2021042500100240,2021년 4월 25일 14시,대구광역시 달성군 현풍읍,달성군,35.6946703,128.4398042
605,2021042500100320,2021년 4월 25일 16시,대구광역시 남구 대명동,남구,35.8448573,128.5990031
606,2021042600100282,2021년 4월 26일 13시,대구광역시 북구 칠성동2가,북구,35.876689,128.5974368
607,2021042600100358,2021년 4월 26일 15시,대구광역시 동구 봉무동,동구,35.9320981,128.6443568
608,2021042600100408,2021년 4월 26일 16시,대구광역시 달서구 송현동,달서구,35.8339805,128.5461439
609,2021042600100411,2021년 4월 26일 16시,대구광역시 서구 내당동,서구,35.8618197,128.5611809
610,2021042600100490,2021년 4월 26일 18시,대구광역시 서구 비산동,서구,35.8718656,128.5749977
611,2021042600100560,2021년 4월 26일 20시,대구광역시 달서구 진천동,달서구,35.813215,128.5252603
612,2021042700100033,2021년 4월 27일 05시,대구광역시 달서구 송현동,달서구,35.8202871,128.5513719
613,2021042700100217,2021년 4월 27일 12시,대구광역시 서구 비산동,서구,35.8720397,128.5679268
614,2021042700100440,2021년 4월 27일 18시,대구광역시 동구 방촌동,동구,35.905008,128.6861004
615,2021042700100546,2021년 4월 27일 21시,대구광역시 수성구 수성동2가,수성구,35.8538625,128.617068
616,2021042700100592,2021년 4월 27일 23시,대구광역시 수성구 황금동,수성구,35.8439894,128.6243151
617,2021042800100052,2021년 4월 28일 06시,대구광역시 달서구 용산동,달서구,35.850234,128.5306582
618,2021042800100112,2021년 4월 28일 08시,대구광역시 북구 노원동3가,북구,35.9004742,128.5720478
619,2021042800100348,2021년 4월 28일 16시,대구광역시 동구 신암동,동구,35.8903211,128.6311851
620,2021042800100492,2021년 4월 28일 20시,대구광역시 동구 입석동,동구,35.8931208,128.6441796
621,2021042800100556,2021년 4월 28일 22시,대구광역시 수성구 지산동,수성구,35.8222297,128.6352753
622,2021042900100129,2021년 4월 29일 09시,대구광역시 동구 율하동,동구,35.8671876,128.6942029
623,2021042900100330,2021년 4월 29일 15시,대구광역시 동구 신서동,동구,35.8666379,128.7267509
624,2021042900100612,2021년 4월 29일 22시,대구광역시 북구 복현동,북구,35.8958743,128.6131356
625,2021043000100112,2021년 4월 30일 08시,대구광역시 달성군 유가읍,달성군,35.6917452,128.4667232
626,2021043000100248,2021년 4월 30일 12시,대구광역시 달서구 진천동,달서구,35.8080896,128.5241465
627,2021043000100280,2021년 4월 30일 13시,대구광역시 수성구 황금동,수성구,35.8487407,128.6370742
628,2021043000100282,2021년 4월 30일 13시,대구광역시 달서구 감삼동,달서구,35.850012,128.537904
629,2021043000100283,2021년 4월 30일 13시,대구광역시 북구 태전동,북구,35.9339255,128.5408782
630,2021043000100284,2021년 4월 30일 13시,대구광역시 북구 동변동,북구,35.9211404,128.6020167
631,2021043000100360,2021년 4월 30일 15시,대구광역시 북구 산격동,북구,35.9017592,128.596293
632,2021043000100396,2021년 4월 30일 16시,대구광역시 동구 신암동,동구,35.8847808,128.6337123
633,2021043000100399,2021년 4월 30일 16시,대구광역시 북구 동천동,북구,35.9417564,128.5618756
634,2021043000100458,2021년 4월 30일 17시,대구광역시 달서구 대천동,달서구,35.8176705,128.5058698
635,2021050100100034,2021년 5월 1일 02시,대구광역시 수성구 범어동,수성구,35.8585153,128.638212
636,2021050100100046,2021년 5월 1일 03시,대구광역시 서구 내당동,서구,35.8634361,128.5562492
637,2021050100100554,2021년 5월 1일 23시,대구광역시 중구 삼덕동1가,중구,35.867154,128.5990034
638,2021050200100040,2021년 5월 2일 04시,대구광역시 동구 신암동,동구,35.8831361,128.6230285
639,2021050200100141,2021년 5월 2일 11시,대구광역시 북구 서변동,북구,35.920208,128.5966251
640,2021050200100369,2021년 5월 2일 18시,대구광역시 달성군 구지면,달성군,35.6567983,128.4217831
641,2021050200100413,2021년 5월 2일 20시,대구광역시 동구 봉무동,동구,35.9278377,128.6368831
642,2021050200100415,2021년 5월 2일 20시,대구광역시 달서구 이곡동,달서구,35.8554706,128.5027948
643,2021050300100026,2021년 5월 3일 05시,대구광역시 중구 삼덕동1가,중구,35.8661483,128.5986873
644,2021050300100070,2021년 5월 3일 07시,대구광역시 달서구 송현동,달서구,35.833748,128.5532902
645,2021050300100102,2021년 5월 3일 08시,대구광역시 수성구 신매동,수성구,35.8363997,128.7126866
646,2021050300100104,2021년 5월 3일 08시,대구광역시 달성군 다사읍,달성군,35.8648665,128.4595602
647,2021050300100179,2021년 5월 3일 10시,대구광역시 동구 효목동,동구,35.8740354,128.6392128
648,2021050300100183,2021년 5월 3일 10시,대구광역시 달서구 신당동,달서구,35.8639037,128.4902617
649,2021050300100226,2021년 5월 3일 11시,대구광역시 북구 산격동,북구,35.8993477,128.6085187
650,2021050300100263,2021년 5월 3일 12시,대구광역시 달서구 이곡동,달서구,35.857341,128.5128187
651,2021050300100308,2021년 5월 3일 13시,대구광역시 동구 효목동,동구,35.8765475,128.6446702
652,2021050300100343,2021년 5월 3일 14시,대구광역시 수성구 지산동,수성구,35.8256897,128.6335204
653,2021050300100344,2021년 5월 3일 14시,대구광역시 수성구 신매동,수성구,35.8400439,128.7059185
654,2021050300100472,2021년 5월 3일 17시,대구광역시 동구 효목동,동구,35.8792438,128.648904
655,2021050300100554,2021년 5월 3일 19시,대구광역시 중구 삼덕동3가,중구,35.8637621,128.6103136
656,2021050300100610,2021년 5월 3일 21시,대구광역시 서구 내당동,서구,35.8584799,128.5596621
657,2021050300100639,2021년 5월 3일 22시,대구광역시 수성구 매호동,수성구,35.8423974,128.7115345
658,2021050300100640,2021년 5월 3일 22시,대구광역시 서구 내당동,서구,35.8553183,128.5503005
659,2021050400100040,2021년 5월 4일 06시,대구광역시 동구 금강동,동구,35.8638945,128.7361734
9,2021050400100194,2021년 5월 4일 12시,대구광역시 동구 신천동,,35.87613071,128.5947701
660,2021050400100230,2021년 5월 4일 13시,대구광역시 북구 산격동,북구,35.9055015,128.6178194
661,2021050400100351,2021년 5월 4일 16시,대구광역시 남구 봉덕동,남구,35.8450193,128.5982585
662,2021050400100397,2021년 5월 4일 17시,대구광역시 북구 노원동2가,북구,35.8886528,128.5699913
663,2021050400100438,2021년 5월 4일 18시,대구광역시 서구 내당동,서구,35.8569685,128.5448479
664,2021050400100504,2021년 5월 4일 19시,대구광역시 수성구 두산동,수성구,35.8319933,128.6218563
665,2021050400100508,2021년 5월 4일 19시,대구광역시 북구 학정동,북구,35.9541505,128.5647481
666,2021050400100563,2021년 5월 4일 20시,대구광역시 달서구 월암동,달서구,35.833206,128.5159427
667,2021050400100616,2021년 5월 4일 21시,대구광역시 동구 불로동,동구,35.9129455,128.6408888
668,2021050400100710,2021년 5월 4일 23시,대구광역시 달서구 송현동,달서구,35.830555,128.5494909
669,2021050400100711,2021년 5월 4일 23시,대구광역시 달서구 죽전동,달서구,35.8499586,128.5345272
670,2021050400100712,2021년 5월 4일 23시,대구광역시 달서구 죽전동,달서구,35.8497742,128.5343982
671,2021050500100045,2021년 5월 5일 03시,대구광역시 북구 칠성동2가,북구,35.8846205,128.584893
672,2021050500100067,2021년 5월 5일 07시,대구광역시 북구 태전동,북구,35.9164236,128.5505916
673,2021050500100290,2021년 5월 5일 14시,대구광역시 남구 대명동,남구,35.8467211,128.5987307
674,2021050500100291,2021년 5월 5일 14시,대구광역시 달서구 진천동,달서구,35.8153305,128.52946
675,2021050500100328,2021년 5월 5일 15시,대구광역시 남구 봉덕동,남구,35.8502955,128.59852
676,2021050500100330,2021년 5월 5일 15시,대구광역시 중구 공평동,중구,35.869558,128.5983918
677,2021050500100369,2021년 5월 5일 16시,대구광역시 달성군 다사읍,달성군,35.8504076,128.4703909
678,2021050500100370,2021년 5월 5일 16시,대구광역시 서구 비산동,서구,35.8805768,128.563969
679,2021050500100483,2021년 5월 5일 19시,대구광역시 달서구 진천동,달서구,35.8118609,128.5253874
680,2021050500100539,2021년 5월 5일 21시,대구광역시 달서구 이곡동,달서구,35.8553006,128.5099413
681,2021050600100119,2021년 5월 6일 09시,대구광역시 달서구 이곡동,달서구,35.8554093,128.5086794
682,2021050600100320,2021년 5월 6일 15시,대구광역시 동구 신암동,동구,35.876107,128.6085052
683,2021050600100321,2021년 5월 6일 15시,대구광역시 달서구 월성동,달서구,35.822943,128.52702
684,2021050600100389,2021년 5월 6일 17시,대구광역시 수성구 두산동,수성구,35.8303104,128.6205067
685,2021050600100390,2021년 5월 6일 17시,대구광역시 수성구 황금동,수성구,35.8440738,128.6231196
686,2021050600100435,2021년 5월 6일 18시,대구광역시 동구 동호동,동구,35.8682402,128.7147411
687,2021050600100473,2021년 5월 6일 19시,대구광역시 달서구 신당동,달서구,35.8543973,128.4940253
688,2021050700100183,2021년 5월 7일 11시,대구광역시 북구 칠성동1가,북구,35.8753083,128.6077591
689,2021050700100300,2021년 5월 7일 14시,대구광역시 달서구 이곡동,달서구,35.8572664,128.5101441
690,2021050800100058,2021년 5월 8일 06시,대구광역시 북구 노원동3가,북구,35.8889572,128.5672308
691,2021050800100415,2021년 5월 8일 16시,대구광역시 달서구 본리동,달서구,35.8419944,128.5360644
692,2021050800100554,2021년 5월 8일 20시,대구광역시 달서구 도원동,달서구,35.80565,128.5360108
693,2021050900100007,2021년 5월 9일 00시,대구광역시 중구 삼덕동1가,중구,35.8671365,128.5990009
694,2021050900100061,2021년 5월 9일 08시,대구광역시 동구 지묘동,동구,35.9406965,128.6352859
695,2021050900100108,2021년 5월 9일 10시,대구광역시 남구 대명동,남구,35.849905,128.5970028
696,2021050900100209,2021년 5월 9일 13시,대구광역시 북구 산격동,북구,35.9024852,128.6129094
697,2021050900100246,2021년 5월 9일 14시,대구광역시 서구 비산동,서구,35.8902808,128.5404275
698,2021050900100318,2021년 5월 9일 16시,대구광역시 동구 괴전동,동구,35.870887,128.7326235
699,2021050900100507,2021년 5월 9일 23시,대구광역시 남구 대명동,남구,35.8502511,128.5907458
700,2021051000100139,2021년 5월 10일 10시,대구광역시 동구 용계동,동구,35.8749535,128.6793359
701,2021051000100200,2021년 5월 10일 12시,대구광역시 달서구 용산동,달서구,35.8500894,128.5282605
10,2021051000100317,2021년 5월 10일 15시,대구광역시 서구 내당동,,35.80841948,128.5434803
702,2021051000100450,2021년 5월 10일 19시,대구광역시 수성구 수성동4가,수성구,35.8594808,128.6223793
703,2021051000100493,2021년 5월 10일 20시,대구광역시 수성구 황금동,수성구,35.8407754,128.634613
704,2021051000100495,2021년 5월 10일 20시,대구광역시 서구 비산동,서구,35.8720477,128.5709861
705,2021051000100525,2021년 5월 10일 21시,대구광역시 북구 읍내동,북구,35.9471939,128.5513762
706,2021051100100231,2021년 5월 11일 11시,대구광역시 동구 신암동,동구,35.881802,128.6174346
707,2021051100100515,2021년 5월 11일 18시,대구광역시 동구 불로동,동구,35.8998125,128.6293008
708,2021051200100021,2021년 5월 12일 03시,대구광역시 동구 신천동,동구,35.8756188,128.6219111
709,2021051200100092,2021년 5월 12일 08시,대구광역시 달서구 상인동,달서구,35.8169792,128.5464535
710,2021051200100094,2021년 5월 12일 08시,대구광역시 달서구 감삼동,달서구,35.8523957,128.5428492
711,2021051200100124,2021년 5월 12일 09시,대구광역시 동구 신암동,동구,35.8793932,128.6198177
712,2021051200100161,2021년 5월 12일 10시,대구광역시 달서구 본동,달서구,35.8340452,128.54129
713,2021051200100493,2021년 5월 12일 18시,대구광역시 수성구 지산동,수성구,35.8224997,128.6283766
714,2021051200100618,2021년 5월 12일 23시,대구광역시 달서구 송현동,달서구,35.836941,128.5539164
715,2021051300100005,2021년 5월 13일 00시,대구광역시 남구 봉덕동,남구,35.8516142,128.5914759
716,2021051300100015,2021년 5월 13일 02시,대구광역시 수성구 황금동,수성구,35.8419061,128.6232408
717,2021051300100109,2021년 5월 13일 08시,대구광역시 남구 대명동,남구,35.8469387,128.5904826
718,2021051300100110,2021년 5월 13일 08시,대구광역시 남구 봉덕동,남구,35.8471919,128.5913072
719,2021051300100238,2021년 5월 13일 12시,대구광역시 달성군 화원읍,달성군,35.8133717,128.4918785
720,2021051300100277,2021년 5월 13일 13시,대구광역시 남구 봉덕동,남구,35.8463645,128.5906098
721,2021051300100278,2021년 5월 13일 13시,대구광역시 서구 비산동,서구,35.8851195,128.5599118
722,2021051300100323,2021년 5월 13일 14시,대구광역시 북구 침산동,북구,35.887941,128.586029
723,2021051300100396,2021년 5월 13일 16시,대구광역시 북구 노원동1가,북구,35.8892839,128.5795586
724,2021051300100397,2021년 5월 13일 16시,대구광역시 달서구 용산동,달서구,35.8540845,128.5312974
725,2021051300100494,2021년 5월 13일 18시,대구광역시 수성구 만촌동,수성구,35.8555052,128.6522129
726,2021051300100529,2021년 5월 13일 19시,대구광역시 북구 태전동,북구,35.9268911,128.5451783
727,2021051300100565,2021년 5월 13일 20시,대구광역시 달서구 감삼동,달서구,35.8446159,128.5339456
728,2021051400100011,2021년 5월 14일 00시,대구광역시 서구 내당동,서구,35.8634257,128.5715526
729,2021051400100252,2021년 5월 14일 12시,대구광역시 달성군 옥포읍,달성군,35.788995,128.4641421
730,2021051400100253,2021년 5월 14일 12시,대구광역시 달서구 죽전동,달서구,35.8586709,128.5392203
731,2021051400100328,2021년 5월 14일 14시,대구광역시 동구 지저동,동구,35.8973532,128.6390213
732,2021051400100331,2021년 5월 14일 14시,대구광역시 북구 국우동,북구,35.9460603,128.5839149
733,2021051400100377,2021년 5월 14일 15시,대구광역시 북구 고성동2가,북구,35.8810671,128.5807939
734,2021051400100434,2021년 5월 14일 16시,대구광역시 서구 중리동,서구,35.8634485,128.5515937
735,2021051400100436,2021년 5월 14일 16시,대구광역시 북구 매천동,북구,35.9016637,128.5474318
736,2021051400100502,2021년 5월 14일 17시,대구광역시 중구 남산동,중구,35.8605302,128.5834549
737,2021051400100552,2021년 5월 14일 18시,대구광역시 남구 대명동,남구,35.8470594,128.5898324
738,2021051400100553,2021년 5월 14일 18시,대구광역시 동구 효목동,동구,35.8771206,128.6409228
739,2021051400100554,2021년 5월 14일 18시,대구광역시 달성군 다사읍,달성군,35.8662212,128.4637816
740,2021051400100556,2021년 5월 14일 18시,대구광역시 중구 대신동,중구,35.8671132,128.5771262
741,2021051400100695,2021년 5월 14일 22시,대구광역시 수성구 범어동,수성구,35.8555131,128.6404272
742,2021051500100343,2021년 5월 15일 15시,대구광역시 동구 신서동,동구,35.8715649,128.732703
743,2021051600100013,2021년 5월 16일 00시,대구광역시 달서구 도원동,달서구,35.8078312,128.5359586
744,2021051600100014,2021년 5월 16일 00시,대구광역시 달서구 상인동,달서구,35.8155687,128.5338474
745,2021051600100034,2021년 5월 16일 01시,대구광역시 수성구 두산동,수성구,35.8336928,128.6209531
746,2021051600100214,2021년 5월 16일 14시,대구광역시 북구 매천동,북구,35.9021779,128.5400196
747,2021051600100444,2021년 5월 16일 22시,대구광역시 남구 대명동,남구,35.8454429,128.5906134
748,2021051700100155,2021년 5월 17일 10시,대구광역시 북구 복현동,북구,35.8910047,128.6198125
749,2021051700100156,2021년 5월 17일 10시,대구광역시 달서구 이곡동,달서구,35.8531598,128.5078969
750,2021051700100235,2021년 5월 17일 13시,대구광역시 수성구 중동,수성구,35.8448931,128.6152737
751,2021051700100263,2021년 5월 17일 14시,대구광역시 서구 내당동,서구,35.8587042,128.5511234
