lat,long
35.9334635,128.5463304
35.8828198,128.5933853
35.9253581,128.5454047
35.9249212,128.5421829
35.8939216,128.5321936
35.9107714,128.6252723
35.8949375,128.622077
35.9124276,128.6052618
35.8915806,128.5657584
35.8981946,128.5443202
35.9431972,128.5608486
35.8933,128.5977307
35.9042028,128.542432
35.9015931,128.5791643
35.8845796,128.600525
35.9021802,128.618323
35.9185933,128.5477549
35.9402775,128.54991
35.931178,128.5555086
35.91537,128.5483581
35.93308,128.5443512
35.9282381,128.5476229
35.8925302,128.6037152
35.9024298,128.6129575
35.9363088,128.5646415
35.8820613,128.6095971
35.8888885,128.58642
35.8893725,128.6033803
35.9341201,128.5559824
35.9428611,128.5505204
35.9429829,128.5517264
35.919367,128.5497379
35.892747,128.6088597
35.8925827,128.6064367
35.888811,128.5709233
35.8942428,128.5520782
35.9434315,128.5581145
35.9381591,128.5594816
35.8983658,128.6177647
35.9157312,128.6193395
35.9207819,128.545603
35.8975958,128.6060597
35.8866489,128.5856992
35.9325576,128.5486676
35.8784072,128.600878
35.9435891,128.5398721
35.9314471,128.5614882
35.9434154,128.6194164
35.9499989,128.577844
35.926883,128.5448874
35.9342027,128.5559086
35.8753955,128.6048527
35.894603,128.6232441
35.9550574,128.5672221
35.8931766,128.5527177
35.9026205,128.6183943
35.8798065,128.5824785
35.8758552,128.6025416
35.9187058,128.5446885
35.9319274,128.5550956
35.8970348,128.5953726
35.9366404,128.5486028
35.926972,128.6242506
35.892642,128.5802189
35.9364157,128.5468814
35.8888711,128.5669454
35.9106035,128.605125
35.9300026,128.5579716
35.9436312,128.5729755
35.9034247,128.6125636
35.9388774,128.5578617
35.9251191,128.5422723
35.889318,128.5654842
35.8969536,128.5951983
35.8761383,128.6047563
35.9446461,128.5667542
35.9417909,128.561946
35.8993753,128.6105198
35.8980212,128.5788876
35.9266212,128.5969202
35.946654,128.5520911
35.8833833,128.5868164
35.9046326,128.5409427
35.8992618,128.6078968
35.886034,128.5948749
35.8763999,128.6035312
35.9528973,128.5654451
35.9315197,128.5444321
35.9161536,128.5506923
35.8887166,128.5761699
35.9070085,128.5444467
35.8829742,128.583323
35.8925558,128.6053228
35.898067,128.6066514
35.9208839,128.5991278
35.9077882,128.5416122
35.876689,128.5974368
35.9004742,128.5720478
35.8958743,128.6131356
35.9339255,128.5408782
35.9211404,128.6020167
35.9017592,128.596293
35.9417564,128.5618756
35.920208,128.5966251
35.8993477,128.6085187
35.9055015,128.6178194
35.8886528,128.5699913
35.9541505,128.5647481
35.8846205,128.584893
35.9164236,128.5505916
35.8753083,128.6077591
35.8889572,128.5672308
35.9024852,128.6129094
35.9471939,128.5513762
35.887941,128.586029
35.8892839,128.5795586
35.9268911,128.5451783
35.9460603,128.5839149
35.8810671,128.5807939
35.9016637,128.5474318
35.9021779,128.5400196
35.8910047,128.6198125
35.8866726,128.5858179
35.9252376,128.5491127
35.8923232,128.5911516
35.9461309,128.554629
35.8761246,128.6043245
35.896174,128.620124
35.9164112,128.5986756
35.8942345,128.6165628
35.8981349,128.6142258
35.9356923,128.5561387
35.8874366,128.595227
35.9326351,128.5493499
35.9024349,128.6045347
35.8837347,128.5815874
35.8860577,128.5947839
35.8901771,128.5648924
35.9430799,128.5595804
35.9078504,128.6036702
35.9477089,128.5489975
35.8975805,128.6070225
35.8998224,128.6266555
35.897885,128.5944128
35.8881948,128.5915946
35.939068,128.5435947
35.8972148,128.6152461
35.9401243,128.5602817
35.9438312,128.5658178
35.9486617,128.5683395
35.9323595,128.5492002
35.8929784,128.6099514
35.8770739,128.5988644
35.9447935,128.5438373
35.9234503,128.5469908
35.888391,128.60297
35.9421647,128.5424481
35.9458609,128.5511014
35.9302572,128.545218
35.9210765,128.597512
35.8959554,128.6132234
35.8763498,128.6040117
35.8972102,128.5417082
35.9323252,128.5617334
35.937074,128.558143
35.8924264,128.6222424
35.8966125,128.6093093
35.9387262,128.548152
35.9389444,128.5473434
35.8824888,128.6097551
35.8763935,128.6040558
35.8826363,128.6097864
35.9552304,128.5673099
35.8988661,128.6123314
35.8948653,128.6118022
35.883879,128.5972185
35.8760529,128.6052381
35.892312,128.5535679
35.933804,128.551644
35.9258515,128.5539177
35.9373724,128.5569264
35.9183925,128.5479234
35.9057426,128.6184211
35.9224804,128.5420056
35.8769126,128.6030546
35.9254622,128.549326
35.9463437,128.5546867
35.9130122,128.5465617
35.8991218,128.5096852
35.8794579,128.5958622
35.8920951,128.5772108
35.8903362,128.5766277
35.8980162,128.5955131
35.9444602,128.5609485
35.9269617,128.5445511
35.8929343,128.6231548
35.925402,128.5492914
35.9405748,128.5580302
35.9360745,128.5490462
35.8930291,128.6208873
35.9443586,128.5472618
35.8922058,128.6059082
35.9326018,128.5499189
35.893931,128.6162635
35.8915709,128.5788916
35.8768765,128.6029714
35.9252014,128.5516066
35.932528,128.5522698
35.9460475,128.5699214
35.8838015,128.6063703
35.875729,128.6012702
35.9038621,128.545125
35.8880456,128.6023578
35.9266048,128.5473586
35.9458874,128.5476326
35.9172543,128.5494115
35.9001902,128.6197034
35.8879014,128.5913864
35.8967612,128.6139254
35.8870527,128.5885884
35.9239913,128.5465
35.8873045,128.5951914
35.9366202,128.5624136
35.898324,128.6112368
35.8979641,128.6082362
35.8833362,128.6071315
35.9065152,128.5922519
35.9014724,128.6116987
35.9024739,128.6160637
35.8779568,128.6008114
35.9012423,128.5936218
35.9369349,128.5584563
35.9238638,128.5421426
35.8887877,128.5796935
35.8888418,128.5888208
35.8848949,128.6072534
35.9379596,128.5443798
35.9366423,128.5565264
35.9275904,128.5995117
35.9146274,128.6088916
35.877467,128.6032645
35.9311413,128.5580685
35.8934399,128.6200814
35.9341958,128.5559613
35.8949891,128.6120812
35.8899827,128.5907371
35.9172266,128.5462529
35.9328788,128.5495613
35.8913023,128.5915242
35.9446445,128.5589024
35.9001916,128.5962689
35.9430723,128.542786
35.9338476,128.5585216
35.8893335,128.603511
35.8948463,128.617401
35.8935473,128.6027553
35.8993281,128.6085039
35.9024002,128.6213816
35.9096923,128.5465537
35.913603,128.5463793
35.897925,128.5940594
35.8978463,128.6144995
35.8914157,128.5582697
35.9200641,128.5483072
35.8939444,128.616235
35.9292457,128.5534346
35.8862513,128.5882604
35.905224,128.612076
35.9382339,128.549244
35.9335108,128.5617089
35.9002602,128.5421098
35.9269077,128.5443394
35.8791756,128.5872564
35.9381824,128.5489065
35.8947916,128.611242
35.9176033,128.5511944
35.9306439,128.5626875
35.9357295,128.5548683
