lat,long
35.8725963,128.6366566
35.8786037,128.6107176
35.880599,128.6702981
35.8751848,128.6171988
35.8798785,128.6119864
35.8875819,128.6338913
35.8812954,128.6190654
35.8768372,128.7049035
35.8660718,128.7248562
35.8698168,128.7022147
35.8720798,128.6218154
35.8731759,128.6278834
35.8660427,128.7014066
35.8870071,128.6483297
35.9104755,128.6410544
35.8793241,128.6270727
35.9004427,128.6291391
35.8631271,128.6950681
35.8832296,128.6614994
35.8843397,128.6539138
35.8755459,128.7142613
35.8648199,128.7336124
35.866788,128.7115548
35.8753657,128.6283582
35.8765032,128.6397044
35.8746087,128.6935826
35.8704719,128.7123774
35.8694484,128.7055915
35.8731759,128.6965218
35.87516,128.7183744
35.888682,128.6449211
35.8746115,128.7138182
35.8789454,128.6725277
35.869807,128.7085948
35.8789494,128.6153236
35.8734606,128.6393984
35.891606,128.6388146
35.8720712,128.711071
35.8881063,128.6166616
35.9109704,128.640996
35.8805077,128.6276331
35.8765364,128.6431717
35.874156,128.6143204
35.8699501,128.7069558
35.8800662,128.6692727
35.8816713,128.6163558
35.8705447,128.7001289
35.8745917,128.6686008
35.8860336,128.6358751
35.8724983,128.7066719
35.8854472,128.6315308
35.8657755,128.6964043
35.8873373,128.6409295
35.8907178,128.6460012
35.8796589,128.6531129
35.8730999,128.713825
35.868696,128.6265965
35.8778716,128.6602513
35.925153,128.6411381
35.8875691,128.649916
35.8636811,128.6958328
35.8660993,128.7083741
35.8863228,128.6392522
35.8890883,128.6439556
35.8837294,128.6580802
35.866112,128.7016127
35.8821635,128.630788
35.8790894,128.6698209
35.870559,128.7086284
35.8734018,128.6990119
35.9320981,128.6443568
35.905008,128.6861004
35.8903211,128.6311851
35.8931208,128.6441796
35.8671876,128.6942029
35.8666379,128.7267509
35.8847808,128.6337123
35.8831361,128.6230285
35.9278377,128.6368831
35.8740354,128.6392128
35.8765475,128.6446702
35.8792438,128.648904
35.8638945,128.7361734
35.9129455,128.6408888
35.876107,128.6085052
35.8682402,128.7147411
35.9406965,128.6352859
35.870887,128.7326235
35.8749535,128.6793359
35.881802,128.6174346
35.8998125,128.6293008
35.8756188,128.6219111
35.8793932,128.6198177
35.8973532,128.6390213
35.8771206,128.6409228
35.8715649,128.732703
35.8815337,128.6434149
35.8726949,128.705007
35.8936394,128.6422037
35.8845403,128.6342588
35.8727419,128.7047763
35.8752622,128.6202285
35.8965544,128.6374604
35.8765558,128.7241901
35.866657,128.7136135
35.8689489,128.7268762
35.8746593,128.7101213
35.8967323,128.6400644
35.8809294,128.6167499
35.8850463,128.6562488
35.867953,128.7050355
35.8717534,128.7297063
35.8807215,128.6700106
35.8849366,128.6404648
35.9406781,128.6403029
35.8950205,128.6404723
35.8922742,128.6380233
35.8618428,128.7028227
35.8793472,128.6354609
35.8677439,128.6964968
35.8780712,128.6181293
35.8859549,128.6350366
35.8778976,128.6179757
35.876276,128.671067
35.8672949,128.7313688
35.8862461,128.6228299
35.8686763,128.6232868
35.8832379,128.6609731
35.8779448,128.6321689
35.8772261,128.7322105
35.876533,128.7243811
35.8898655,128.6274075
35.8856792,128.6422023
35.8786475,128.640842
35.8722318,128.6350868
35.8630488,128.6960116
35.9416992,128.6385694
35.8704104,128.6941744
35.8859251,128.6348408
35.8936792,128.6375011
35.9411484,128.6331685
35.9443016,128.6373444
35.8773353,128.6607173
35.8694927,128.6934045
35.9415091,128.6331607
35.9994152,128.7028935
35.8728674,128.6184291
35.8792998,128.6267659
35.897011,128.6314644
35.879895,128.6690932
35.8762944,128.6085354
35.9101599,128.6410336
35.8681244,128.6153842
35.8745346,128.6666092
35.8743414,128.6782797
35.8814241,128.6433926
35.877943,128.6804781
35.8772177,128.6290388
35.868355,128.7009806
35.9573157,128.6685215
35.8912818,128.6460808
35.8686505,128.6266006
35.8882191,128.6381659
35.8745034,128.714072
35.8859924,128.6200305
35.8828543,128.6218215
35.8794121,128.6104288
35.8847655,128.6337143
35.8792108,128.6151509
35.8697475,128.69213
35.8677499,128.6230768
35.9413827,128.6373552
35.8906288,128.6202118
35.8714748,128.6288426
35.8765164,128.6288999
35.865831,128.7015903
35.8755,128.6671401
35.8882026,128.6248574
35.9561357,128.6915106
35.8703286,128.6894068
35.8736415,128.6954904
35.9319243,128.6432613
35.8702868,128.7138285
35.8718763,128.7224216
35.8806006,128.6479695
35.8753334,128.6171062
35.8805373,128.6480872
35.8794434,128.6110416
35.8794035,128.6414263
35.8861301,128.6368946
35.8815059,128.6433269
35.8966041,128.6384036
35.8773973,128.6301126
35.8720188,128.7125639
35.8692711,128.71056
35.8955932,128.6722375
35.8670018,128.7017143
35.8701106,128.6224571
35.8825404,128.6631405
35.8811305,128.617886
35.8789242,128.6858518
35.8852122,128.614797
35.882771,128.6626422
35.8856969,128.6329138
35.885584,128.7172709
35.8903055,128.6414763
35.8784039,128.6419343
35.8795246,128.641536
35.8728259,128.7336574
35.8791915,128.6152274
35.8738868,128.7153412
35.9821846,128.6360696
35.8819476,128.6179619
35.8629134,128.6944703
35.864896,128.7345662
35.8639409,128.6932049
35.8660745,128.7183198
35.8630565,128.7010438
35.874982,128.640265
35.8755557,128.6682167
35.9583697,128.7146156
35.8780201,128.7298784
35.8952252,128.6411329
35.8749241,128.6394103
35.8847051,128.6359687
35.8673789,128.6227533
35.866301,128.7016406
35.8735005,128.7253048
35.878233,128.637598
35.8857994,128.6325063
35.8694814,128.7056543
35.9446604,128.6291211
35.8738667,128.6129852
35.8703196,128.7035688
35.9844966,128.6358716
35.8791792,128.6301187
35.8673782,128.7104741
35.8775622,128.713164
35.8764877,128.6685816
35.8804748,128.6284476
35.8705913,128.6330365
35.8894475,128.648098
35.8603376,128.6981731
35.8771391,128.6283407
35.8860888,128.6358302
35.8687924,128.7135328
35.867202,128.7136668
35.8834168,128.6418265
35.8920555,128.6216376
35.8776735,128.6317362
35.8712318,128.7334504
35.8872701,128.6521533
35.8788582,128.6410945
35.8973005,128.633896
35.863636,128.6961394



